,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
330,,-145,-131,gc,ROMP,C1=CCC1,PHB,FALSE,g,c,,,,,,,,,,,38.5,-39.89962,-31.4,-30.00038,-1,0.56,0,0,0,0,0,0.3251,0.2216,0,0.0739,1.9387,0.5206,0.368,0.2847,0.0017,0.0906,1.9704,0.5206,2.180555556,2.180555556,1.319444444,1.319444444,0.36590903,20,54.092,48.044,54.04695019,22,0,-0.031598861,-0.088220564,0.088220564,0.031598861,1,1.25,1.25,13.87620927,10.14776963,1.809784008,-1.919423866,2.014027738,-1.714442763,4.924832062,0.961809328,0.721928095,2.472522038,29.30296891,2.828427125,2.568914101,2.568914101,2,1.649829914,1.649829914,1.04875479,1.04875479,0.666666667,0.666666667,0.166666667,0.166666667,-0.26,3.609640474,2.007379679,0.593069862,0.068119191,26.13864319,0,0,0,0,0,0,0,0,0,0,12.15204021,12.84164325,0,0,0,0,0,0,0,12.84164325,0,12.15204021,0,0,0,0,0,0,0,0,0,12.84164325,12.15204021,0,0,0,0,0,0,0,0,0,0,12.84164325,0,0,12.15204021,0,0,0,0,0,0,0,0,7,0,0,0.5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.3364,18.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,1.188417875,97.7160979,549.0331097,0,0
331,,-65,-58,ls,ROMP,C1=CC2CCC1C2,PHB,FALSE,l,s,,,,,,,,,,,7.48,-42,-34.52,6.22E-15,1,0.51,-19.92,-32.04,-0.0407,3.49,3.35,0.5181,0.3826,0,0.156,3.2169,0.8347,0.4377,0.2954,0.0017,0.0716,3.1992,0.8347,2.383101852,2.383101852,0.990740741,0.990740741,0.402470787,45.71428571,94.157,84.077,94.07825032,38,0,-0.022760397,-0.085119413,0.085119413,0.022760397,1,1.571428571,1.714285714,14.30039653,10.0949756,2.247499195,-1.963677252,2.376475413,-1.821201337,5.059578345,0.691443808,2.216110045,2.271200305,90.60593782,4.690234444,4.43072142,4.43072142,3.449489743,3.132993162,3.132993162,2.71811202,2.71811202,2.169189316,2.169189316,1.716577861,1.716577861,-0.26,97.50884197,3.70682224,1.118046877,0.425286534,44.22763837,0,0,0,0,0,0,0,0,0,0,12.15204021,31.09827696,0,0,0,0,0,0,11.83581209,19.26246487,0,12.15204021,0,0,0,0,0,0,0,0,11.83581209,19.26246487,12.15204021,0,0,0,0,0,0,0,0,0,11.83581209,19.26246487,0,0,12.15204021,0,0,0,0,0,0,1.981481481,0,9.185185185,0,0,0.714285714,7,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,1.9725,29.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.22,91,0,1.527985199,171.0031713,960.807942,2,2
332,,-12.5,-11,ls,ROP,CC1CCCCNC1=O,PHB,FALSE,l,s,,,,,,,,,,,-63.92,-86.37,-156.79,-6.5,1,3.58,-40.94,-64.75,-0.0799,7.18,-0.05,0.6813,0.8931,0.2777,0.7508,5.3732,1.1018,0.5651,1.5483,0.3187,0.745,5.2964,1.1018,10.90296296,10.90296296,0.229166667,0.229166667,0.514848061,29,127.187,114.083,127.099714,52,0,0.222329404,-0.355874915,0.355874915,0.222329404,1.555555556,2.333333333,3.111111111,16.14961237,10.06229125,2.135597677,-2.030712396,2.096698489,-2.264666335,5.778332473,-0.12364655,1.987332502,2.414585403,111.4837784,6.690234444,5.814025684,5.814025684,4.304530453,3.58195123,3.58195123,2.687856951,2.687856951,1.810728502,1.810728502,1.092437158,1.092437158,-0.53,129.1766126,6.588063754,2.852566646,1.698902356,55.63445684,5.316788604,0,0,5.907179729,0,0,4.794537184,0,0,0,13.34455882,12.84164325,12.46266245,0,4.794537184,5.907179729,0,5.316788604,5.917906046,26.18620207,6.544756406,0,0,0,5.316788604,0,0,0,12.45193614,4.794537184,5.917906046,26.18620207,0,0,0,0,29.1,0,4.794537184,0,11.82508578,0,19.38639965,6.420821623,0,6.9237372,5.316788604,0,0,0,10.90296296,2.855324074,0,0.472222222,0,3.404583333,2.864907407,0,0.857142857,9,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0.9226,36.0247,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.18,194,0,2.026690669,219.8612203,1235.324497,0,1
333,,-85.4,-71.2,ls,cationic,C[Si]1(C)CCC1,PHB,FALSE,l,s,,,,,,,,,,,-41.72,-64.23,-105.95,7.11E-15,1,0.7,-16.81,-32.68,-0.0532,2.95,3.32,0.2762,1.1962,0,0.9569,5.7126,1.2848,0.3091,1.1568,0.0767,1.0841,5.1672,1.2848,2.46875,2.46875,0.450617284,-0.450617284,0.408872783,29,100.237,88.141,100.0708269,36,0,0.047302221,-0.069347028,0.069347028,0.047302221,1.166666667,1.5,1.5,28.33207143,10.534369,2.269924361,-2.309046098,2.304061462,-2.323396687,6.793298041,0.906246014,1.322179346,2.311442466,50.95878456,4.621320344,4.621320344,5.621320344,2.707106781,2.707106781,6.121320344,3.017766953,8.346194078,1.707106781,5.121320344,0.883883476,2.651650429,0.216883117,14.5439728,4.377735425,1.092008637,0.646320465,40.57417558,0,0,0,0,0,0,0,0,0,0,31.60303588,0,8.073872301,0,0,8.073872301,0,0,0,31.60303588,0,0,0,0,0,0,0,0,8.073872301,0,0,6.420821623,0,25.18221426,0,0,0,8.073872301,0,0,0,0,0,6.420821623,12.08819155,0,13.09402271,0,0,0,0,0,0,0,3.180555556,1.527006173,4.9375,-0.450617284,1,6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2.0985,31.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.25,71,0,1.709142181,146.5741468,823.5496646,0,1
334,,-105,-85,ls,cationic,CC1CC1,PHB,TRUE,l,s,,,,,,,,,,,5.9,-41.71845,-63.9,-28.08155,1,0.14,-13.12,-23.72,-0.0356,2.3,3.02,0.2383,0.192,0,0,1.9226,0.5636,0.3024,0.1437,0.0031,-0.0209,1.9886,0.5636,2.277777778,2.277777778,1.083333333,1.083333333,0.393420749,26.25,56.108,48.044,56.06260026,24,0,-0.044260161,-0.062509376,0.062509376,0.044260161,1.5,1.75,1.75,14.18167615,10.53041678,2.121584162,-1.53066963,2.262327772,-1.419036046,4.647838198,0.98271257,1.75,2.171098318,19.21928095,2.991563832,2.991563832,2.991563832,1.89384685,1.89384685,1.89384685,1.682521985,1.682521985,0.866025404,0.866025404,0.166666667,0.166666667,0,14,2.25,0.48,0.222222222,26.82824622,0,0,0,0,0,0,0,0,0,0,19.76538045,5.917906046,0,0,0,0,0,0,5.917906046,19.76538045,0,0,0,0,0,0,0,0,0,0,5.917906046,19.76538045,0,0,0,0,0,0,0,0,0,0,5.917906046,12.84164325,0,0,6.9237372,0,0,0,0,0,0,1.083333333,0,2.972222222,2.277777778,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.4163,18.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.17,32,0,1.33857861,97.7160979,549.0331097,0,1
335,,-93.5,-75,ls,cyclic,CC1(C)CCC1,PHB,TRUE,l,s,,,,,,,,,,,-8.07,-53.68069,-89.04,-27.28931,1,0.15,-17.59,-30.98,-0.0449,3.08,4.28,0.1492,0.0794,0,0,2.5845,0.8454,0.2119,0.0982,0.0014,0.0002,2.6496,0.8454,2.329861111,2.329861111,0.722222222,0.722222222,0.421791474,29,84.162,72.066,84.09390038,36,0,-0.035421008,-0.059909501,0.059909501,0.035421008,1.166666667,1.5,1.5,14.3014789,9.724204919,2.244766806,-2.332539514,2.384119763,-2.196514034,4.768559603,0.190479931,1.322179346,2.311442466,47.05865003,4.621320344,4.621320344,4.621320344,2.707106781,2.707106781,2.707106781,3.017766953,3.017766953,1.707106781,1.707106781,0.883883476,0.883883476,0,14.5439728,4.166666667,0.987654321,0.5625,39.55813045,0,0,0,0,0,0,0,0,0,0,20.26829602,18.25663372,0,0,0,0,0,0,5.414990469,33.10993927,0,0,0,0,0,0,0,0,0,0,5.414990469,33.10993927,0,0,0,0,0,0,0,0,0,0,5.414990469,19.26246487,0,0,13.8474744,0,0,0,0,0,0.722222222,0,0,4.368055556,4.659722222,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.1965,27.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.25,67,0,1.620862217,146.5741468,823.5496646,0,0
336,,-12.2,-9.5,ls,ROP,O=C1CCCCO1,Thermodynamic Presynthetic Conditions,TRUE,l,s,,,,,,,,,,,-90.67,-118.5,-219.77,-10.6,1,4.1,-31.58,-49.05,-0.0586,5.53,0.21,0.3033,1.1857,0,0.4488,3.6527,0.7789,0.4287,1.5051,-0.0025,0.6077,3.6651,0.7789,10.24083333,10.24083333,0.03587963,-0.03587963,0.418976111,21.42857143,100.117,92.053,100.0524295,40,0,0.305279776,-0.465674753,0.465674753,0.305279776,1.428571429,2.285714286,2.571428571,16.53360551,10.20235679,2.061405489,-2.07755922,2.036541938,-2.104997004,5.69256869,-0.146177719,1.685616163,2.249544095,70.14933959,5.112884175,4.144923706,4.144923706,3.39384685,2.550476816,2.550476816,1.677576962,1.677576962,1.038288118,1.038288118,0.629572658,0.629572658,-0.53,47.19725257,4.624559505,1.958669538,1.180334421,42.46825566,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,0,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,19.26246487,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,19.26246487,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,0,0,0,4.736862954,0,4.638888889,0,10.24083333,0,0,-0.03587963,0,2.685092593,0.637731481,0,0.8,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.7135,24.81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.11,114,0,1.701795445,171.0031713,960.807942,0,0
337,,-20,-15,ls,ROP,O=C1OCCOC1=O,PHB,FALSE,l,s,,,,,,,,,,,-158.7,-161.94,-323.24,-2.6,1,5.88,-39.31,-62.76,-0.0787,6.89,-0.28,0.5821,1.2789,0,0.8284,3.4345,0.7124,0.5438,1.6824,-0.0002,0.8151,3.9413,0.7124,10.09731481,10.09731481,0.185092593,-0.892361111,0.303345196,19.5,116.072,112.04,116.0109586,44,0,0.417099312,-0.453646438,0.453646438,0.417099312,1,1.375,1.625,16.63310922,10.5901386,2.205232221,-2.086570019,1.906526561,-2.284634291,6.295219515,-0.176508848,1.768177215,2.516846909,112,5.983127663,4.047206724,4.047206724,3.804530453,2.14384685,2.14384685,1.271838382,1.271838382,0.716312843,0.716312843,0.386579869,0.386579869,-1.06,72.49526583,5.084092219,1.813699383,0.776151719,45.37838088,9.473725908,13.21376393,0,0,0,11.93861058,0,9.589074368,0,0,0,0,0,0,19.06280028,11.93861058,0,0,0,0,13.21376393,0,0,0,0,0,0,0,25.1523745,19.06280028,0,0,0,0,0,0,52.6,11.93861058,9.589074368,0,13.21376393,0,0,0,0,0,9.473725908,0,8.553240741,0,20.19462963,0,0,-1.784722222,0,0,0.370185185,0,0.5,8,0,4,0,1,1,0,0,0,4,0,4,0,0,1,1,1,-0.9136,21.918,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2,143,0,1.752398702,195.4321958,1098.066219,0,0
338,,-21.5,-16,ls,cyclic,C1CCCCCC1,PHB,TRUE,l,s,,,,,,,,,,,-27.9,-54.67017,-89.1,-6.52983,1,0.08,-21.84,-37.2,-0.0515,3.83,4.41,0.3097,0.2894,0,0,3.4621,0.9863,0.3622,0.0954,0.0005,-0.0016,3.693,0.9863,1.5,1.5,1.5,1.5,0.408540679,24,98.189,84.077,98.10955045,42,0,-0.053305973,-0.053305973,0.053305973,0.053305973,0.285714286,0.428571429,0.571428571,14.015,10.2098642,1.950694027,-1.854441771,2.1481,-1.657035798,4.507,0.701864202,1.902391865,2.041666667,19.65148445,4.949747468,4.949747468,4.949747468,3.5,3.5,3.5,2.474873734,2.474873734,1.75,1.75,1.237436867,1.237436867,0,58.9741478,5.142857143,3.06122449,1.959183673,45.92307256,0,0,0,0,0,0,0,0,0,0,44.94575136,0,0,0,0,0,0,0,0,44.94575136,0,0,0,0,0,0,0,0,0,0,0,44.94575136,0,0,0,0,0,0,0,0,0,0,0,44.94575136,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.7307,32.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,120,0,1.783159272,171.0031713,960.807942,0,0
339,,-100,-72,ls,cyclic,CC1CCC1,PHB,TRUE,l,s,,,,,,,,,,,-0.4,-46.51052,-73.7,-26.78948,1,0.14,-15.83,-28.41,-0.0422,2.77,3.81,0.1899,0.1899,0,0,2.4097,0.7045,0.2637,0.1144,0.0029,-0.0149,2.3944,0.7045,2.309027778,2.309027778,1.064814815,1.064814815,0.407445494,25.8,70.135,60.055,70.07825032,30,0,-0.044279731,-0.06250972,0.06250972,0.044279731,1.4,1.8,1.8,14.14840879,9.876395674,2.087505226,-2.184518901,2.238461595,-2.03703832,4.619076493,0.34623524,1.298794941,2.079672387,27.01955001,3.698670613,3.698670613,3.698670613,2.39384685,2.39384685,2.39384685,2.036075375,2.036075375,1.39384685,1.39384685,0.612372436,0.612372436,0,10.39035953,3.2,1,0.444444444,33.19318833,0,0,0,0,0,0,0,0,0,0,26.18620207,5.917906046,0,0,0,0,0,0,5.917906046,26.18620207,0,0,0,0,0,0,0,0,0,0,5.917906046,26.18620207,0,0,0,0,0,0,0,0,0,0,5.917906046,19.26246487,0,0,6.9237372,0,0,0,0,0,0,1.064814815,0,4.459490741,2.309027778,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.8064,23.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.14,50,0,1.475690776,122.1451224,686.2913872,0,1
340,,-13,-9,ls,ROMP,C1=CCCCCCC1,PHB,FALSE,l,s,,,,,,,,,,,4.4,-59.7,-70.6,-15.3,1,0.09,-24.47,-40.64,-0.0543,4.29,4.89,0.4604,0.3114,0,0.0763,4.0339,1.0842,0.4735,0.2486,-0.0007,0.1022,4.1638,1.0842,2.318611111,2.318611111,1.319444444,1.319444444,0.420486653,22,110.2,96.088,110.1095504,46,0,-0.035073466,-0.088539282,0.088539282,0.035073466,0.625,1.125,1.625,13.95866985,10.06916772,1.894509832,-1.995277921,2.093437384,-1.79610592,4.821836906,0.637740379,1.61544061,2.172380198,62.10749561,5.656854249,5.397341225,5.397341225,4,3.649829914,3.649829914,2.462968352,2.462968352,1.65824829,1.65824829,1.113633046,1.113633046,-0.26,72.69482744,5.869198966,3.70682224,2.152715582,51.59841164,0,0,0,0,0,0,0,0,0,0,24.99368346,25.68328649,0,0,0,0,0,0,0,38.52492974,0,12.15204021,0,0,0,0,0,0,0,0,0,38.52492974,12.15204021,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,12.15204021,0,0,0,0,0,0,0,0,13,0,0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8968,36.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,165,0,1.906028621,195.4321958,1098.066219,0,0
341,,-12,-8,ls,cationic,C1COCOCCO1,PHB,FALSE,l,s,,,,,,,,,,,-111.72,-137.82,-255.14,-5.6,1,2.47,-29.25,-53.23,-0.0805,5.13,0.09,0.2186,0.6224,0,0.8725,3.2434,0.8806,0.3924,0.871,0.0036,0.9558,3.5716,0.8806,5.024444444,5.024444444,0.42,0.42,0.44806183,24,118.132,108.052,118.0629942,48,0,0.14643939,-0.376663644,0.376663644,0.14643939,0.625,1.125,1.75,16.67648922,10.68993583,1.93804517,-2.095696264,1.853669098,-2.153320965,4.323679018,-0.108164219,1.61544061,2,31.63547202,5.656854249,4.760278777,4.760278777,4,2.732050808,2.732050808,1.546720147,1.546720147,0.910683603,0.910683603,0.514541028,0.514541028,-0.12,72.69482744,6.006903553,3.830810379,2.255093406,48.53382402,14.21058886,6.792942306,0,0,0,0,0,0,0,0,0,0,0,26.42752786,14.21058886,0,0,0,0,0,33.22047016,0,0,0,0,0,0,0,33.22047016,14.21058886,0,0,0,0,0,0,27.69,0,0,0,0,33.22047016,0,0,0,0,0,14.21058886,14.87888889,0,0,0,0,0,0,0,3.121111111,0,1,8,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,0.0073,27.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,165,0,1.794589192,195.4321958,1098.066219,0,0
