,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
313,-6.883,l,ROP,O=C1CCCCCO1,False,False,True,False,False,False,False,False,True,False,9,-11.5,0.833,21.75,0.562,1.279,0.305,5.689,2.267,0.305,2.058,1.368,-94.67,0.1,0.0,0.0,-0.142,1.25,-0.025,4.04,12.576,-0.53,-1.935,2.05,-1.997,0.466,1.941,1,-229.57,114.068,10.205,-123.4,114.144,25.683,10.461,1,-0.466,0.025,10.461,4.764,26.3,46,1.288,6.421,2.698,0.441,0.638,3.894,9.531,16.533,0.238,10.461,0.92,0.92,1.288,0.806,1,0.806,0.0,2.031,0.638,9.531,2.125,1,2,25.683,3.0,0.0,2.031,-0.025,5.82,4.117,5.604,0.001,19.262,48.833,8,104.064,1098.066,1
314,-3.107,l,ROP,O=C1CCCCCCCCCCN1,False,False,True,False,False,False,False,False,True,False,14,-0.0,0.909,22.615,0.8,1.307,0.219,5.752,2.145,0.219,2.099,1.63,-88.26,0.07,0.0,0.0,-0.121,0.769,0.251,3.45,12.452,-0.53,-2.071,2.011,-2.236,0.356,2.109,1,-192.47,183.162,10.06,-104.21,183.295,57.787,11.188,1,-0.356,0.251,11.188,0.0,29.1,76,2.653,12.966,6.93,0.614,0.696,6.394,4.795,16.149,0.766,11.188,1.665,1.665,2.653,1.787,1,1.787,5.317,3.928,0.888,4.795,1.308,1,1,57.787,2.0,0.0,3.928,0.251,9.356,7.125,10.55,0.318,12.842,81.094,13,162.127,1784.358,1
315,-21.391,l,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,True,False,4,-25.15,0.25,6.833,0.436,0.589,0.307,5.66,3.046,0.307,1.699,0.568,-75.77,0.5,12.841,12.841,-0.135,2.0,-0.329,2.03,5.969,-0.79,-1.827,1.785,-1.87,0.435,1.349,0,-222.34,86.037,10.819,-121.42,86.09,6.924,9.75,0,-0.435,0.329,9.75,4.167,26.3,34,0.249,6.924,2.448,0.346,0.461,2.77,9.531,16.526,0.22,9.75,0.704,0.704,0.249,0.117,0,0.117,11.316,0.776,4.479,9.531,2.5,0,2,6.924,2.5,0.0,0.776,-0.329,4.992,2.161,5.21,0.003,0.0,36.42,6,80.042,823.55,0
316,-18.841,l,vinyl/acrylic,C=CCC,False,False,False,False,False,False,True,False,True,False,4,-22.672,0.5,6.25,0.062,0.127,-0.038,4.596,2.297,0.038,1.66,0.079,-0.12,0.33,12.655,12.655,1.232,2.0,1.083,0.16,0.0,-0.26,-1.574,1.448,-1.361,0.103,1.371,0,-63.9,56.063,10.501,-41.109,56.108,13.345,3.479,0,-0.103,1.083,3.479,0.0,0.0,24,0.289,0.0,2.74,0.4,0.071,1.914,0.0,13.522,0.124,0.0,0.629,0.629,0.289,0.0,0,0.0,13.503,0.697,5.542,0.0,2.25,0,0,13.345,2.25,0.0,0.697,0.0,3.414,1.538,3.74,-0.002,6.421,27.144,4,48.044,549.033,0
318,-2.796,s,ROMP,C1=CCCC2OC3(CCCCC3)OC2CC1,False,True,False,False,False,False,False,False,False,True,10,-9.3,0.857,38.0,0.77,0.84,0.169,4.938,1.695,0.169,2.425,0.938,-90.1,0.44,12.152,12.152,-0.194,0.812,-0.183,1.3,17.995,-0.34,-2.316,2.466,-2.331,0.344,2.58,2,-247.6,222.162,9.942,-148.2,222.328,75.782,6.273,3,-0.344,0.183,6.273,12.546,18.46,90,4.165,12.842,4.498,0.583,0.745,7.881,9.474,16.752,0.941,0.0,1.83,1.83,4.165,3.304,1,3.304,12.152,5.41,0.0,9.474,1.375,1,2,57.787,1.938,0.0,5.41,-0.183,10.847,7.109,10.791,0.011,38.525,98.003,16,200.152,2196.132,3
319,-2.892,s,ROMP,C1=CCCC2CCCC2CC1,False,True,False,False,False,False,False,False,False,True,10,-9.0,0.818,37.818,0.114,0.678,-0.035,4.892,1.968,0.035,2.382,0.307,-3.8,0.23,12.152,12.152,0.343,0.727,1.097,0.07,0.0,-0.26,-2.192,2.255,-2.079,0.089,2.351,1,-74.4,150.141,9.863,-61.6,150.265,44.946,2.383,2,-0.089,1.097,2.383,0.0,0.0,62,3.391,0.0,3.424,0.463,0.118,5.466,0.0,14.311,0.658,0.0,1.398,1.398,3.391,2.73,0,2.73,12.152,4.077,0.0,0.0,1.273,0,0,44.946,1.818,0.0,4.077,2.194,7.519,5.323,7.392,0.001,37.519,69.687,11,132.121,1509.841,2
320,-4.278,s,cyclic,COC(=O)CCCCC1CCSS1,False,False,False,False,True,False,False,False,False,True,7,-1.0,0.889,21.769,0.795,1.22,0.305,8.769,1.911,0.305,2.394,1.343,-106.34,0.53,0.0,0.0,-0.14,1.538,-0.076,3.72,24.082,0.17,-2.051,2.152,-2.012,0.469,2.642,1,-235.18,220.059,10.115,-127.84,220.359,37.354,10.776,1,-0.469,0.076,10.776,4.574,26.3,76,5.119,17.424,6.598,0.404,0.824,6.326,9.531,33.115,0.843,10.776,1.67,1.67,2.112,4.336,1,1.308,4.737,5.938,0.0,9.531,2.385,1,4,32.104,3.0,0.0,3.151,1.222,9.519,7.512,11.246,-0.012,19.262,87.574,13,204.231,1784.358,1
321,-5.473,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.5,0.667,33.0,0.722,1.093,0.347,5.863,2.631,0.347,2.08,1.416,-166.36,0.33,0.0,0.0,-0.191,1.0,-0.747,2.36,24.147,-1.06,-2.219,2.315,-2.404,0.448,1.841,1,-390.75,144.042,10.299,-203.89,144.126,26.055,10.651,1,-0.448,0.48,10.651,9.194,52.6,56,1.25,0.0,2.284,0.444,1.013,4.609,19.063,16.645,0.566,21.301,0.994,0.994,1.25,0.636,1,0.636,9.474,2.158,2.957,19.063,1.3,1,4,13.847,1.6,0.0,2.158,-0.959,7.724,4.22,7.052,0.037,13.847,58.108,10,136.062,1372.583,1
322,-2.701,s,ROMP,C1=CCCC2OCOC2CC1,False,True,False,False,False,False,False,False,False,True,10,-9.3,0.778,37.818,0.674,0.776,0.147,4.891,1.968,0.147,2.231,0.789,-63.1,0.23,12.152,12.152,0.037,0.909,0.375,1.53,19.001,-0.34,-2.163,2.276,-2.223,0.349,2.351,1,-193.6,154.099,10.008,-121.2,154.209,37.891,5.436,2,-0.349,0.375,5.436,10.873,18.46,62,2.381,0.0,3.371,0.496,0.589,5.466,9.474,16.714,0.702,0.0,1.234,1.234,2.381,1.724,1,1.724,12.152,3.154,0.509,9.474,1.455,1,2,25.683,2.0,0.0,3.154,0.0,7.519,4.555,7.317,0.01,25.683,67.185,11,140.097,1509.841,2
323,-2.605,s,ROMP,CC1OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,10,-9.3,0.8,41.917,0.65,0.758,0.155,4.898,1.979,0.155,2.269,0.744,-73.55,0.29,12.152,12.152,-0.052,1.0,0.012,1.63,18.498,-0.34,-2.162,2.322,-2.223,0.347,2.317,1,-214.5,168.115,10.008,-131.65,168.236,51.105,5.645,2,-0.347,0.012,5.645,11.289,18.46,68,2.55,0.0,3.584,0.516,0.578,5.86,9.474,16.731,0.694,0.0,1.375,1.375,2.55,1.964,1,1.964,12.152,3.543,1.984,9.474,1.5,1,2,32.607,2.0,0.0,3.543,0.0,8.389,5.101,8.267,0.008,32.607,73.55,12,152.108,1647.099,2
324,-3.107,s,cationic,C1COCOCCO1,False,False,False,True,False,False,False,False,False,True,10,-5.6,1.0,24.0,0.956,0.622,0.146,4.324,2.0,0.146,1.854,0.871,-111.72,0.0,0.0,0.0,-0.108,0.625,0.42,2.64,33.22,-0.12,-2.096,1.938,-2.153,0.377,1.615,1,-255.14,118.063,10.69,-137.82,118.132,0.0,5.024,1,-0.377,0.42,5.024,14.879,27.69,48,0.911,0.0,3.831,0.448,0.872,4.0,14.211,16.676,0.219,0.0,0.881,0.881,0.911,0.515,1,0.515,0.0,1.547,3.121,14.211,1.125,1,3,0.0,1.75,0.0,1.547,0.0,5.657,3.572,6.007,0.004,0.0,48.534,8,108.052,1098.066,1
325,-3.346,s,ROP,CCC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-11.5,0.875,27.3,0.587,1.271,0.305,5.69,2.327,0.305,2.182,1.281,-106.57,0.25,0.0,0.0,-0.142,1.6,-0.018,4.05,12.576,-0.53,-2.062,2.144,-1.998,0.466,2.136,1,-253.37,142.099,9.981,-135.3,142.198,32.607,10.722,1,-0.466,0.018,10.722,4.896,26.3,58,2.123,6.421,3.593,0.521,0.638,4.826,9.531,16.533,0.236,10.722,1.202,1.202,2.123,1.286,1,1.286,6.924,2.822,2.803,9.531,2.4,1,2,32.607,3.1,0.0,2.822,0.697,7.397,5.244,7.576,0.028,18.76,61.563,10,128.086,1372.583,1
326,-20.196,l,cationic,ClCC1(CCl)COC1,False,False,False,True,False,False,False,False,True,False,6,-25.7,1.0,24.75,0.519,0.912,0.057,6.211,2.334,0.057,2.292,0.895,-43.59,0.4,0.0,0.0,-0.085,1.25,0.114,3.03,24.974,0.54,-2.373,2.361,-2.452,0.38,1.669,1,-159.08,153.995,9.913,-89.79,155.024,0.0,5.596,1,-0.38,0.114,5.596,4.951,9.23,48,2.517,17.175,2.422,0.548,0.363,3.828,4.737,35.497,0.52,0.0,1.008,1.008,1.383,1.175,1,0.581,0.0,2.795,1.472,4.737,1.75,1,1,0.0,1.75,0.114,2.26,1.243,6.036,4.162,6.657,-0.006,0.0,58.913,8,146.96,1098.066,1
327,-23.303,l,cationic,CC1(C)CC1,True,False,False,True,False,False,False,False,True,False,5,-28.28,1.0,30.0,-0.003,0.082,-0.035,4.819,2.382,0.035,2.431,0.126,-1.77,0.29,0.0,0.0,0.653,1.2,0.75,0.15,0.0,0.0,-1.858,2.3,-1.747,0.06,1.761,1,-79.24,70.078,10.199,-49.19,70.135,26.689,2.299,1,-0.06,0.75,2.299,0.0,0.0,30,1.25,0.0,0.562,0.407,0.0,2.207,0.0,14.355,0.198,0.0,0.704,0.704,1.25,0.25,0,0.25,13.847,2.664,4.597,0.0,1.4,0,0,26.689,1.4,0.75,2.664,0.0,3.914,2.272,3.2,0.002,18.257,33.193,5,60.055,686.291,1
328,-3.872,s,ROP,CC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-11.5,0.857,29.0,0.588,1.271,0.305,5.69,2.338,0.305,2.139,1.251,-101.67,0.18,0.0,0.0,-0.142,1.556,-0.028,4.04,12.576,-0.53,-2.003,2.118,-1.997,0.466,1.966,1,-243.57,128.084,10.04,-130.4,128.171,26.186,10.606,1,-0.466,0.028,10.606,4.834,26.3,52,1.715,6.421,2.853,0.46,0.638,4.288,9.531,16.533,0.236,10.606,1.061,1.061,1.715,0.955,1,0.955,6.924,2.653,2.78,9.531,2.333,1,2,26.186,3.111,0.0,2.653,0.635,6.69,4.735,6.588,0.025,18.76,55.198,9,116.075,1235.324,1
329,-19.837,l,ROP,O=C1CCO1,False,False,True,False,False,False,False,False,True,False,6,-23.9,0.667,20.4,0.44,1.195,0.309,5.732,2.322,0.309,1.965,1.49,-67.57,0.14,0.0,0.0,-0.157,1.8,-0.065,3.71,12.576,-0.53,-2.086,2.105,-2.182,0.465,1.299,1,-200.17,72.021,10.383,-108.7,72.063,6.421,9.677,1,-0.465,0.065,9.677,4.292,26.3,28,0.569,0.0,0.708,0.374,0.48,2.394,9.531,16.555,0.247,9.677,0.497,0.497,0.569,0.185,1,0.185,4.737,0.97,0.638,9.531,2.2,1,2,6.421,2.2,0.0,0.97,-0.065,3.699,2.772,2.694,0.005,0.0,29.738,5,68.031,686.291,1
330,-34.656,g,ROMP,C1=CCC1,False,True,False,False,False,False,False,True,False,False,6,-30.0,0.5,20.0,0.091,0.222,-0.032,4.925,2.473,0.032,2.014,0.285,38.5,0.0,12.152,12.152,0.962,1.0,1.319,0.56,0.0,-0.26,-1.919,1.81,-1.714,0.088,0.722,0,-31.4,54.047,10.148,-39.9,54.092,12.842,2.181,1,-0.088,1.319,2.181,0.0,0.0,22,0.667,0.0,0.593,0.366,0.074,2.0,0.0,13.876,0.325,0.0,0.521,0.521,0.667,0.167,0,0.167,12.152,1.049,0.0,0.0,1.25,0,0,12.842,1.25,0.0,1.049,0.0,2.828,1.97,2.007,0.002,12.842,26.139,4,48.044,549.033,1
331,-15.535,l,ROMP,C1=CC2CCC1C2,False,True,False,False,False,False,False,False,True,False,7,0.0,0.714,45.714,0.072,0.383,-0.023,5.06,2.271,0.023,2.376,0.295,7.48,0.22,12.152,12.152,0.691,1.0,0.991,0.51,0.0,-0.26,-1.964,2.247,-1.821,0.085,2.216,1,-34.52,94.078,10.095,-42.0,94.157,19.262,2.383,2,-0.085,0.991,2.383,0.0,0.0,38,2.169,0.0,1.118,0.402,0.156,3.449,0.0,14.3,0.518,0.0,0.835,0.835,2.169,1.717,0,1.717,12.152,2.718,0.0,0.0,1.571,0,0,19.262,1.714,0.0,2.718,1.981,4.69,3.199,3.707,0.002,31.098,44.228,7,84.077,960.808,2
332,-2.988,l,ROP,CC1CCCCNC1=O,False,False,True,False,False,False,False,False,True,False,9,-6.5,0.857,29.0,0.745,0.893,0.222,5.778,2.415,0.222,2.097,1.548,-63.92,0.18,0.0,0.0,-0.124,1.556,0.229,3.58,12.452,-0.53,-2.031,2.136,-2.265,0.356,1.987,1,-156.79,127.1,10.062,-86.37,127.187,26.186,10.903,1,-0.356,0.229,10.903,0.0,29.1,52,1.811,12.463,2.853,0.515,0.751,4.305,4.795,16.15,0.681,10.903,1.102,1.102,1.811,1.092,1,1.092,5.317,2.688,2.865,4.795,2.333,1,1,26.186,3.111,0.0,2.688,0.472,6.69,5.296,6.588,0.319,12.842,55.634,9,114.083,1235.324,1
333,-20.411,l,cationic,C[Si]1(C)CCC1,False,False,False,True,False,False,False,False,True,False,6,0.0,1.0,29.0,1.084,1.196,0.047,6.793,2.311,0.047,2.304,1.157,-41.72,0.25,0.0,0.0,0.906,1.167,-0.451,0.7,8.074,0.217,-2.309,2.27,-2.323,0.069,1.322,1,-105.95,100.071,10.534,-64.23,100.237,31.603,2.469,1,-0.069,0.451,2.469,0.0,0.0,36,5.121,8.074,1.092,0.409,0.957,2.707,0.0,28.332,0.276,0.0,1.285,1.285,1.707,2.652,1,0.884,13.094,8.346,4.938,0.0,1.5,1,0,6.421,1.5,0.0,3.018,0.0,4.621,5.167,4.378,0.077,0.0,40.574,6,88.141,823.55,1
334,-25.096,l,cationic,CC1CC1,False,False,False,True,False,False,False,False,True,False,5,-28.082,1.0,26.25,-0.021,0.192,-0.044,4.648,2.171,0.044,2.262,0.144,5.9,0.17,0.0,0.0,0.983,1.5,1.083,0.14,0.0,0.0,-1.531,2.122,-1.419,0.063,1.75,1,-63.9,56.063,10.53,-41.718,56.108,19.765,2.278,1,-0.063,1.083,2.278,0.0,0.0,24,0.866,0.0,0.48,0.393,0.0,1.894,0.0,14.182,0.238,0.0,0.564,0.564,0.866,0.167,0,0.167,6.924,1.683,2.278,0.0,1.75,0,0,19.765,1.75,0.0,1.683,1.083,2.992,1.989,2.25,0.003,5.918,26.828,4,48.044,549.033,1
335,-22.347,l,cyclic,CC1(C)CCC1,False,False,False,False,True,False,False,False,True,False,6,-27.289,1.0,29.0,0.0,0.079,-0.035,4.769,2.311,0.035,2.384,0.098,-8.07,0.25,0.0,0.0,0.19,1.167,0.722,0.15,0.0,0.0,-2.333,2.245,-2.197,0.06,1.322,1,-89.04,84.094,9.724,-53.681,84.162,33.11,2.33,1,-0.06,0.722,2.33,0.0,0.0,36,1.707,0.0,0.988,0.422,0.0,2.707,0.0,14.301,0.149,0.0,0.845,0.845,1.707,0.884,0,0.884,13.847,3.018,4.66,0.0,1.5,0,0,33.11,1.5,0.722,3.018,0.0,4.621,2.65,4.167,0.001,18.257,39.558,6,72.066,823.55,1
336,-2.916,l,ROP,O=C1CCCCO1,False,False,True,False,False,False,False,False,True,False,8,-10.6,0.8,21.429,0.608,1.186,0.305,5.693,2.25,0.305,2.037,1.505,-90.67,0.11,0.0,0.0,-0.146,1.429,-0.036,4.1,12.576,-0.53,-2.078,2.061,-2.105,0.466,1.686,1,-219.77,100.052,10.202,-118.5,100.117,19.262,10.241,1,-0.466,0.036,10.241,4.639,26.3,40,1.038,6.421,1.959,0.419,0.449,3.394,9.531,16.534,0.303,10.241,0.779,0.779,1.038,0.63,1,0.63,4.737,1.678,0.638,9.531,2.286,1,2,19.262,2.571,0.0,1.678,-0.036,5.113,3.665,4.625,-0.002,12.842,42.468,7,92.053,960.808,1
337,-4.78,l,ROP,O=C1OCCOC1=O,False,False,True,False,False,False,False,False,True,False,8,-2.6,0.5,19.5,0.815,1.279,0.417,6.295,2.517,0.417,1.907,1.682,-158.7,0.2,0.0,0.0,-0.177,1.0,-0.892,5.88,25.152,-1.06,-2.087,2.205,-2.285,0.454,1.768,1,-323.24,116.011,10.59,-161.94,116.072,0.0,10.097,1,-0.454,0.185,10.097,8.553,52.6,44,0.716,0.0,1.814,0.303,0.828,3.805,19.063,16.633,0.582,20.195,0.712,0.712,0.716,0.387,1,0.387,9.474,1.272,0.37,19.063,1.375,1,4,0.0,1.625,0.0,1.272,-1.785,5.983,3.941,5.084,-0.0,0.0,45.378,8,112.04,1098.066,1
338,-5.139,l,cyclic,C1CCCCCC1,False,False,False,False,True,False,False,False,True,False,9,-6.53,1.0,24.0,-0.002,0.289,-0.053,4.507,2.042,0.053,2.148,0.095,-27.9,0.0,0.0,0.0,0.702,0.286,1.5,0.08,0.0,0.0,-1.854,1.951,-1.657,0.053,1.902,1,-89.1,98.11,10.21,-54.67,98.189,44.946,1.5,1,-0.053,1.5,1.5,0.0,0.0,42,1.75,0.0,3.061,0.409,0.0,3.5,0.0,14.015,0.31,0.0,0.986,0.986,1.75,1.237,0,1.237,0.0,2.475,0.0,0.0,0.429,0,0,44.946,0.571,0.0,2.475,0.0,4.95,3.693,5.143,0.0,0.0,45.923,7,84.077,960.808,1
339,-23.901,l,cyclic,CC1CCC1,False,False,False,False,True,False,False,False,True,False,6,-26.789,1.0,25.8,-0.015,0.19,-0.044,4.619,2.08,0.044,2.238,0.114,-0.4,0.14,0.0,0.0,0.346,1.4,1.065,0.14,0.0,0.0,-2.185,2.088,-2.037,0.063,1.299,1,-73.7,70.078,9.876,-46.511,70.135,26.186,2.309,1,-0.063,1.065,2.309,0.0,0.0,30,1.394,0.0,1.0,0.407,0.0,2.394,0.0,14.148,0.19,0.0,0.704,0.704,1.394,0.612,0,0.612,6.924,2.036,2.309,0.0,1.8,0,0,26.186,1.8,0.0,2.036,1.065,3.699,2.394,3.2,0.003,5.918,33.193,5,60.055,686.291,1
340,-3.107,l,ROMP,C1=CCCCCCC1,False,True,False,False,False,False,False,False,True,False,10,-15.3,0.75,22.0,0.102,0.311,-0.035,4.822,2.172,0.035,2.093,0.249,4.4,0.0,12.152,12.152,0.638,0.625,1.319,0.09,0.0,-0.26,-1.995,1.895,-1.796,0.089,1.615,0,-70.6,110.11,10.069,-59.7,110.2,38.525,2.319,1,-0.089,1.319,2.319,0.0,0.0,46,1.658,0.0,3.707,0.42,0.076,4.0,0.0,13.959,0.46,0.0,1.084,1.084,1.658,1.114,0,1.114,12.152,2.463,0.0,0.0,1.125,0,0,38.525,1.625,0.0,2.463,0.0,5.657,4.164,5.869,-0.001,25.683,51.598,8,96.088,1098.066,1
341,-2.868,l,cationic,C1COCOCCO1,False,False,False,True,False,False,False,False,True,False,10,-5.6,1.0,24.0,0.956,0.622,0.146,4.324,2.0,0.146,1.854,0.871,-111.72,0.0,0.0,0.0,-0.108,0.625,0.42,2.47,33.22,-0.12,-2.096,1.938,-2.153,0.377,1.615,1,-255.14,118.063,10.69,-137.82,118.132,0.0,5.024,1,-0.377,0.42,5.024,14.879,27.69,48,0.911,0.0,3.831,0.448,0.872,4.0,14.211,16.676,0.219,0.0,0.881,0.881,0.911,0.515,1,0.515,0.0,1.547,3.121,14.211,1.125,1,3,0.0,1.75,0.0,1.547,0.0,5.657,3.572,6.007,0.004,0.0,48.534,8,108.052,1098.066,1
342,-3.944,l,ROP,O=C1CCCCCN1,False,False,True,False,False,False,False,False,True,False,9,-6.5,0.833,21.75,0.745,1.144,0.219,5.754,2.267,0.219,2.016,1.639,-57.26,0.1,0.0,0.0,-0.12,1.25,0.225,3.58,12.452,-0.53,-1.933,2.028,-2.206,0.356,1.941,1,-143.47,113.084,10.205,-79.71,113.16,25.683,10.572,1,-0.356,0.225,10.572,0.0,29.1,46,1.403,12.966,2.698,0.491,0.762,3.894,4.795,16.149,0.614,10.572,0.961,0.961,1.403,0.904,1,0.904,5.317,2.161,0.888,4.795,2.125,1,1,25.683,3.0,0.0,2.161,0.225,5.82,4.87,5.604,0.321,12.842,49.27,8,102.072,1098.066,1
343,-21.869,l,cationic,C[Si]1(c2ccccc2)CCC1,False,False,False,True,False,False,False,False,True,False,6,-0.0,0.4,20.818,1.084,1.196,0.084,6.924,2.289,0.065,2.307,1.157,-4.83,0.54,30.332,30.332,0.917,1.091,-0.873,0.6,8.074,-0.563,-2.361,2.349,-2.495,0.084,2.021,1,-32.17,162.086,10.365,-27.34,162.308,25.056,2.506,1,-0.065,0.873,2.506,0.0,0.0,58,7.569,0.0,2.486,0.556,0.957,5.312,0.0,28.332,0.276,0.0,1.285,1.285,2.928,4.825,1,1.836,36.879,8.479,2.506,0.0,1.727,1,0,6.421,2.182,0.0,3.78,0.0,7.734,5.167,7.106,0.077,0.0,69.266,11,148.196,1509.841,2
344,-27.008,l,cyclic,C1CC1,False,False,False,False,True,False,False,False,True,False,5,-27.716,1.0,24.0,0.003,0.2,-0.053,4.503,2.25,0.053,2.144,0.226,12.9,0.0,0.0,0.0,1.503,0.667,1.5,0.08,0.0,0.0,-1.053,1.947,-0.856,0.053,1.459,1,-49.892,42.047,11.011,-35.076,42.081,19.262,1.5,1,-0.053,1.5,1.5,0.0,0.0,18,0.354,0.0,0.222,0.381,0.0,1.5,0.0,14.011,0.24,0.0,0.423,0.423,0.354,0.0,0,0.0,0.0,1.061,0.0,0.0,1.0,0,0,19.262,1.0,0.0,1.061,0.0,2.121,1.424,1.333,0.001,0.0,20.463,3,36.033,411.775,1
345,-2.749,l,cationic,C1CCOCOCC1,False,False,False,True,False,False,False,False,True,False,10,-3.1,1.0,24.0,0.692,0.464,0.146,4.409,2.0,0.146,1.993,0.736,-89.9,0.0,0.0,0.0,-0.066,0.75,0.5,2.04,20.007,-0.08,-2.083,1.943,-2.061,0.355,1.615,1,-206.5,116.084,10.24,-113.5,116.16,19.262,5.052,1,-0.355,0.5,5.052,10.104,18.46,48,1.244,13.214,3.866,0.473,0.538,4.0,9.474,16.658,0.255,0.0,0.963,0.963,1.244,0.762,1,0.762,0.0,1.995,2.25,9.474,1.375,1,2,19.262,2.0,0.0,1.995,0.0,5.657,3.64,6.046,0.001,19.262,49.785,8,104.064,1098.066,1
346,-4.374,l,ROP,O=C1COC(=O)CO1,False,False,True,False,False,False,False,False,True,False,8,-20.5,0.5,19.5,0.781,1.091,0.344,5.821,2.401,0.344,1.904,1.637,-147.06,0.2,0.0,0.0,-0.174,1.0,-0.482,3.14,25.152,-1.06,-2.089,2.155,-2.273,0.451,1.77,1,-355.14,116.011,10.595,-187.58,116.072,0.0,10.109,1,-0.451,0.237,10.109,8.553,52.6,44,0.702,0.0,1.814,0.384,0.856,3.788,19.063,16.63,0.394,20.218,0.712,0.712,0.702,0.362,1,0.362,9.474,1.321,-0.475,19.063,1.375,1,4,0.0,1.625,0.0,1.321,-0.964,5.983,3.998,5.084,0.02,0.0,45.378,8,112.04,1098.066,1
347,-7.505,l,cationic,C1CN1,False,False,False,True,False,False,False,False,True,False,5,-27.7,1.0,24.0,0.444,0.447,0.008,4.583,2.25,0.008,1.646,0.918,29.9,0.0,0.0,0.0,1.343,1.333,1.25,1.57,13.09,-0.04,-1.214,1.908,-1.559,0.314,1.459,1,-16.1,43.042,11.011,-18.3,43.069,0.0,3.0,1,-0.314,1.25,3.0,0.0,21.94,18,0.25,13.09,0.206,0.366,0.547,1.5,0.0,15.008,0.277,0.0,0.382,0.382,0.25,0.0,1,0.0,5.317,0.75,2.5,0.0,1.667,1,1,0.0,1.667,0.0,0.75,0.0,2.121,1.887,1.298,0.19,0.0,19.648,3,38.029,411.775,1
348,-22.992,l,cyclic,C1CCC1,False,False,False,False,True,False,False,False,True,False,6,-26.4,1.0,24.0,0.006,0.198,-0.053,4.504,2.0,0.053,2.145,0.181,6.6,0.0,0.0,0.0,0.504,0.5,1.5,0.08,0.0,0.0,-2.052,1.948,-1.855,0.053,0.722,1,-59.7,56.063,10.012,-39.9,56.108,25.683,1.5,1,-0.053,1.5,1.5,0.0,0.0,24,1.0,0.0,0.75,0.395,0.0,2.0,0.0,14.012,0.192,0.0,0.564,0.564,1.0,0.25,0,0.25,0.0,1.414,0.0,0.0,0.75,0,0,25.683,0.75,0.0,1.414,0.0,2.828,1.928,2.25,0.001,0.0,26.828,4,48.044,549.033,1
