,Tc (C),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,RDKIT_MolWt,PEP_dHf_1,MIX_dSsolv298(kJ/mol/K),PEP_dH_(kcal/mol),RDKIT_NumValenceElectrons,RDKIT_Kappa2,SOLUTE_L_ML,RDKIT_SlogP_VSA6,SOLUTE_E_ML,RDKIT_LabuteASA,PEP_dHf_0,RDKIT_EState_VSA8,RDKIT_FpDensityMorgan3,SOLUTE_V_ML,MIX_logK,SOLUTE_B_ML,RDKIT_VSA_EState4,RDKIT_NumSaturatedRings,STERICS_Wiener_Index,SOLUTE_B_GC,RDKIT_SPS,RDKIT_MaxEStateIndex,SOLUTE_S_ML,RDKIT_VSA_EState2,RDKIT_BCUT2D_CHGHI,RDKIT_MaxPartialCharge,SOLUTE_E_GC,RDKIT_Chi1n,RDKIT_MinEStateIndex,RDKIT_HeavyAtomMolWt,RDKIT_SMR_VSA7,RDKIT_PEOE_VSA14,SOLUTE_L_GC,RDKIT_SlogP_VSA2,RDKIT_VSA_EState1,PEP_dHf_2,RDKIT_PEOE_VSA1,RDKIT_RingCount,RDKIT_MinPartialCharge,RDKIT_Chi4v,RDKIT_Chi0v,STERICS_VDW_Volume,RDKIT_Chi0,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticRings,RDKIT_NumSaturatedHeterocycles,RDKIT_SlogP_VSA5,RDKIT_Chi1v,RDKIT_ExactMolWt,RDKIT_Kappa3,RDKIT_NumAliphaticHeterocycles,RDKIT_PEOE_VSA7,RDKIT_SMR_VSA5,RDKIT_Chi2n,RDKIT_fr_lactone,RDKIT_VSA_EState7,RDKIT_BCUT2D_CHGLO,STERICS_Side_Chain_Ratio,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_BCUT2D_MRHI,MIX_logP,TANIMOTO,RDKIT_VSA_EState8,RDKIT_Chi3n,RDKIT_MaxAbsEStateIndex,RDKIT_fr_ether,RDKIT_Chi1,DIPOLE_mmff94,STERICS_Backbone_Length,RDKIT_NumHAcceptors,SOLUTE_V_GC,RDKIT_qed,STERICS_Volume,RDKIT_Chi2v,RDKIT_MinAbsEStateIndex,RDKIT_TPSA,MIX_dHsolv298(kJ/mol),RDKIT_HeavyAtomCount,SOLUTE_A_ML,RDKIT_AvgIpc,RDKIT_BCUT2D_MRLOW,RDKIT_FractionCSP3,RDKIT_VSA_EState5,RDKIT_BCUT2D_MWHI,RDKIT_Kappa1,RDKIT_BCUT2D_LOGPHI,RDKIT_NOCount,RDKIT_PEOE_VSA8,MIX_dGsolv298(kJ/mol),RDKIT_BCUT2D_LOGPLOW,RDKIT_FpDensityMorgan1,RDKIT_SlogP_VSA3,RDKIT_BalabanJ,RDKIT_HallKierAlpha,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_MWLOW,SOLUTE_S_GC,RDKIT_Chi0n
48,-218.445,g,ionic,CC(C)=O,False,False,False,False,False,True,False,True,False,False,58.08,-70.96,0.0,-9.97,24,1.045,1.746,0.0,0.182,25.631,-52.31,0.0,1.5,0.547,0.0,0.504,0.0,0,28,0.455,6.5,9.444,0.703,9.444,1.619,0.126,0.196,1.204,0.167,52.032,0.0,0.0,1.979,5.783,0.0,-133.24,4.795,0,-0.3,0.0,2.908,97.716,3.577,4.795,1.5,0,0,13.847,1.204,58.042,6.884,0,13.847,13.847,0.908,0,0.0,-1.558,0.33,0.0,0.0,5.717,0.0,-1.0,3.056,0.0,9.444,0,1.732,3.02,4,1,0.547,0.398,549.033,0.908,0.167,17.07,0.0,4,0.034,0.811,-0.114,0.667,0.167,16.137,3.67,1.501,1,0.0,0.0,-1.691,1.5,4.795,2.803,-0.33,0.3,0.126,10.551,0.737,2.908
49,-214.326,s,ROMP,C1=CCCCC1,True,True,False,False,False,False,False,False,False,True,82.146,-49.892,-0.047,-1.408,34,2.012,2.978,12.152,0.39,38.869,0.3,12.152,1.5,0.802,3.65,0.096,0.0,0,84,0.083,21.333,2.267,0.274,0.0,1.866,-0.035,0.376,2.65,1.319,72.066,12.152,0.0,3.037,0.0,0.0,-51.0,0.0,1,-0.089,0.76,3.983,146.574,4.243,0.0,1.333,1,0,25.683,2.65,82.078,0.852,0,25.683,25.683,1.756,0,10.0,-1.97,0.0,1.158,0.76,4.848,3.08,0.056,0.0,1.158,2.267,0,3.0,0.28,8,0,0.802,0.393,823.55,1.756,1.319,0.0,-34.94,6,0.001,1.72,0.73,0.667,0.0,13.931,3.914,2.067,0,0.0,-20.82,-1.769,0.833,0.0,2.255,-0.26,0.089,0.035,10.095,0.271,3.983
50,-212.123,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,144.126,-203.89,-0.07,-20.5,56,2.284,4.22,0.0,0.463,58.108,-166.36,9.474,1.6,0.994,5.85,0.722,0.0,1,216,1.013,33.0,10.651,1.416,21.301,2.315,0.347,0.566,3.02,-0.747,136.062,0.0,11.939,4.37,24.147,9.194,-390.75,9.474,1,-0.448,0.636,5.788,244.29,7.724,19.063,1.3,1,1,13.847,3.02,144.042,1.097,1,13.847,26.055,2.158,2,-1.493,-2.219,0.33,1.25,0.636,5.863,2.75,0.074,2.957,1.25,10.651,2,4.609,2.52,8,4,0.994,0.444,1372.583,2.158,0.48,52.6,-54.09,10,0.037,1.841,-0.191,0.667,-0.959,16.645,7.052,2.08,4,0.0,-33.39,-2.404,1.0,19.063,2.631,-1.06,0.448,0.347,10.299,1.093,5.788
51,-199.076,s,ROP,CC1OC(=O)CCOC(=O)C(C)OC(=O)CCOC1=O,False,False,True,False,False,False,False,False,False,True,288.252,-386.83,-0.05,0.0,112,7.465,9.162,0.0,0.843,114.848,-369.8,0.0,1.45,1.988,3.47,1.551,0.0,1,1373,2.022,26.7,11.416,2.342,45.516,2.231,0.347,0.958,6.121,-1.087,272.124,0.0,23.877,10.762,49.299,19.044,-756.63,18.947,1,-0.462,1.313,11.249,488.58,15.121,38.126,1.1,1,1,26.689,6.121,288.085,5.25,1,13.847,38.897,4.099,4,-2.583,-2.156,0.27,2.381,1.313,5.81,2.9,0.065,2.25,2.381,11.416,4,9.397,3.09,16,8,1.988,0.443,2745.166,4.099,0.204,105.2,-34.56,20,0.024,2.366,-0.174,0.667,-2.894,16.609,15.936,2.035,8,0.0,-19.82,-2.306,0.75,38.126,2.645,-2.12,0.462,0.347,10.339,3.34,11.249
52,-142.715,l,ROP,O=C1CCCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,240.387,-167.5,-0.078,0.0,100,10.613,8.4,0.0,0.296,106.118,-150.27,0.0,1.529,2.188,8.35,0.599,0.0,1,1124,0.581,22.941,11.354,1.378,11.354,2.025,0.305,0.659,7.55,0.011,212.163,0.0,5.969,8.67,12.576,5.204,-317.77,4.737,1,-0.466,2.397,11.216,415.293,12.184,9.531,1.0,1,1,83.471,7.55,240.209,9.197,1,12.842,83.471,5.213,1,15.96,-2.064,0.05,3.538,2.397,5.687,4.77,1.0,0.638,3.538,11.354,1,8.394,1.89,18,2,2.188,0.578,2333.391,5.213,0.011,26.3,-70.8,17,0.003,2.323,-0.143,0.933,0.011,16.532,14.531,2.13,2,6.421,-47.62,-2.052,0.588,9.531,2.112,-0.53,0.466,0.305,10.045,1.419,11.216
53,-136.173,l,cationic,C1CCCOCC1,False,False,False,True,False,False,False,False,True,False,100.161,-79.12,-0.051,-5.3,42,3.027,3.596,0.0,0.328,44.672,-53.32,0.0,1.857,0.904,4.22,0.454,0.0,1,120,0.48,24.0,5.194,0.584,0.0,1.947,0.047,0.169,3.077,1.0,88.065,0.0,0.0,3.445,13.214,5.194,-137.74,4.737,1,-0.381,0.864,4.651,171.003,4.95,4.737,1.286,1,1,25.683,3.077,100.089,1.929,1,12.842,25.683,2.027,0,5.306,-1.911,0.0,1.327,0.864,4.459,1.63,1.0,2.0,1.327,5.194,1,3.5,1.61,9,1,0.904,0.449,960.808,2.027,1.0,9.23,-39.29,7,0.003,1.902,0.144,1.0,0.0,16.473,5.104,2.041,1,13.214,-24.05,-1.888,0.714,4.737,2.042,-0.04,0.381,0.047,10.21,0.42,4.651
54,-129.251,s,ROP,O=C1CCCO1,False,False,True,False,False,False,False,False,False,True,86.09,-113.6,-0.058,-9.4,34,1.286,3.226,0.0,0.396,36.103,-86.97,4.737,2.667,0.638,3.45,0.577,0.0,1,79,0.624,21.0,10.021,1.418,10.021,2.078,0.305,0.262,2.05,-0.046,80.042,0.0,5.969,3.164,12.576,4.514,-209.97,4.737,1,-0.466,0.475,3.438,146.574,4.406,9.531,2.5,1,1,12.842,2.05,86.037,0.506,1,6.421,12.842,1.324,1,1.541,-1.807,0.12,0.788,0.475,5.703,2.88,0.04,0.638,0.788,10.021,1,2.894,4.15,7,2,0.638,0.397,823.55,1.324,0.046,26.3,-37.11,6,-0.005,1.864,-0.137,0.75,-0.046,16.538,3.653,2.007,2,6.421,-19.71,-1.881,1.667,9.531,2.367,-0.53,0.466,0.305,10.38,1.299,3.438
55,-126.03,s,vinyl/acrylic,C=C1CCOC1=O,False,False,False,False,False,False,True,False,False,True,98.101,-108.59,-0.04,-18.92,38,1.37,3.396,12.152,0.493,41.779,-69.27,11.316,2.571,0.736,2.89,0.538,0.597,1,80,0.63,20.0,10.252,1.307,10.252,2.141,0.333,0.492,2.154,-0.236,92.053,12.152,5.969,2.733,12.576,4.527,-196.78,4.737,1,-0.462,0.471,3.938,171.003,5.276,9.531,2.429,1,1,6.421,2.154,98.037,0.633,1,0.0,6.421,1.489,1,0.707,-1.819,0.56,0.926,0.471,5.889,1.91,0.0,3.986,0.926,10.252,1,3.305,4.55,4,2,0.736,0.325,960.808,1.489,0.236,26.3,-28.43,7,0.003,1.905,-0.135,0.4,-0.236,16.538,4.371,2.08,2,11.994,-16.48,-1.913,1.714,9.531,2.651,-0.79,0.462,0.333,10.266,0.606,3.938
56,-101.32,s,ROP,CC1CCCSC1=O,False,False,True,False,False,False,False,False,False,True,130.212,-77.06,-0.042,2.9,46,2.534,4.712,0.0,0.697,53.843,-60.38,0.0,2.875,1.025,2.89,0.519,0.0,1,143,0.492,30.625,10.757,0.964,10.757,2.165,0.191,0.634,2.971,0.328,120.132,0.0,0.0,4.089,10.868,0.0,-134.54,0.0,1,-0.287,1.737,5.832,195.432,5.983,4.795,2.5,1,1,19.765,3.957,130.045,1.249,1,12.842,19.765,2.211,0,2.323,-2.134,0.2,2.608,0.822,8.132,2.98,0.0,2.008,1.428,10.757,0,3.805,4.1,8,2,1.025,0.496,1098.066,3.31,0.328,17.07,-28.93,8,0.007,1.768,-0.114,0.833,1.372,32.167,6.145,2.226,1,11.671,-16.48,-2.12,1.75,4.795,2.393,0.02,0.287,0.191,10.088,0.681,5.015
57,-98.009,l,cationic,CC1(C)COCO1,False,False,False,True,False,False,False,False,True,False,102.133,-118.41,-0.059,-6.0,42,1.456,2.655,0.0,0.209,43.42,-91.91,0.0,2.286,0.822,3.56,0.689,-0.028,1,104,0.596,28.286,5.118,0.583,0.0,2.233,0.147,0.19,2.424,-0.028,92.053,0.0,0.0,2.166,19.001,10.056,-216.32,9.474,1,-0.352,0.53,4.731,171.003,5.328,9.474,2.143,1,1,13.847,2.424,102.068,1.143,1,13.847,19.449,2.37,0,0.0,-2.109,0.22,0.983,0.53,4.685,0.9,1.0,5.222,0.983,5.118,2,3.207,1.66,7,2,0.822,0.449,960.808,2.37,0.028,18.46,-37.78,7,0.0,1.841,0.012,1.0,0.0,16.714,5.065,2.143,2,0.0,-20.32,-2.204,1.429,9.474,2.4,-0.08,0.352,0.147,10.162,0.507,4.731
58,-95.954,l,cationic,CC1OCOC1C,True,False,False,True,False,False,False,False,True,False,102.133,-112.28,-0.062,-6.0,42,1.801,2.743,0.0,0.21,43.42,-91.8,0.0,1.714,0.822,3.76,0.66,0.0,1,102,0.441,42.0,5.043,0.57,0.0,2.184,0.147,0.289,2.537,0.292,92.053,0.0,0.0,2.987,19.001,10.086,-210.08,9.474,1,-0.35,0.525,4.678,171.003,5.276,9.474,1.571,1,1,13.847,2.537,102.068,0.924,1,13.847,26.055,1.861,0,0.583,-2.019,0.22,1.323,0.525,4.616,0.77,1.0,4.498,1.323,5.043,2,3.305,1.58,7,2,0.822,0.449,960.808,1.861,0.292,18.46,-39.82,7,0.002,1.905,0.043,1.0,0.0,16.713,5.065,2.092,2,0.0,-21.43,-2.129,1.143,9.474,2.325,-0.08,0.35,0.147,10.265,0.751,4.678
59,-88.473,s,ROP,O=S1SC2C3CCC(C3)C2S1,False,False,True,False,False,False,False,False,False,True,206.357,-53.27,-0.051,-0.0,62,2.422,7.134,0.0,1.49,76.332,-42.82,0.0,2.182,1.318,3.7,0.76,0.0,3,234,0.818,60.182,11.213,1.271,0.0,2.527,0.141,0.978,4.104,-0.6,196.277,0.0,0.0,6.309,14.709,11.213,-96.09,0.0,3,-0.236,10.219,8.513,268.719,7.422,4.209,1.636,3,1,19.262,8.047,205.989,0.954,1,52.686,29.762,3.659,0,4.264,-2.197,0.46,9.124,2.657,9.033,3.13,0.0,0.0,3.146,11.213,0,5.343,4.16,7,3,1.318,0.566,1509.841,9.145,0.6,17.07,-36.3,11,-0.0,2.533,0.508,1.0,1.85,33.521,7.272,2.604,1,10.5,-21.14,-2.222,1.091,8.864,1.918,0.85,0.236,0.141,9.997,1.537,6.064
60,-86.267,l,ionic,CCC=O,False,False,False,False,False,True,False,False,True,False,58.08,-66.0,-0.043,-9.65,24,2.67,1.824,0.0,0.204,25.631,-44.98,0.0,2.25,0.547,2.92,0.453,0.0,0,31,0.387,6.25,9.174,0.65,9.174,1.522,0.119,0.159,1.351,0.639,52.032,0.0,0.0,1.854,6.286,0.0,-120.63,4.795,0,-0.303,0.0,2.693,97.716,3.414,4.795,2.25,0,0,13.345,1.351,58.042,1.67,0,0.0,13.345,0.575,0,1.514,-1.51,0.33,0.167,0.0,5.478,0.41,1.0,1.812,0.167,9.174,0,1.914,2.97,4,1,0.547,0.403,549.033,0.575,0.639,17.07,-29.45,4,-0.001,1.371,-0.107,0.667,0.0,16.129,3.67,1.53,1,6.421,-16.65,-1.546,2.0,4.795,2.297,-0.33,0.303,0.119,10.573,0.554,2.693
61,-77.133,s,ionic,O=CC(Br)(Br)Br,True,False,False,False,False,True,False,False,False,True,280.741,-46.95,-0.05,-25.16,36,2.426,4.448,0.0,1.025,60.868,-10.42,47.79,1.5,0.931,3.6,0.283,0.0,0,63,0.483,11.167,9.686,1.099,9.686,2.132,0.189,0.863,1.091,-0.701,279.733,0.0,0.0,3.974,8.429,-0.701,-82.53,0.0,0,-0.3,0.0,7.377,146.574,5.207,4.795,1.5,0,0,0.0,3.47,277.758,5.11,0,0.0,2.143,0.659,0,0.688,-1.946,0.5,0.694,0.0,9.396,3.02,0.053,0.0,0.134,9.686,0,2.561,2.46,4,1,0.931,0.49,823.55,7.604,0.688,17.07,-35.56,6,0.013,1.352,-0.106,0.5,0.0,79.95,7.11,2.294,1,0.0,-20.52,-1.972,1.333,4.795,3.446,1.11,0.3,0.189,10.94,1.131,2.619
62,-73.812,l,cationic,CC(C)C1COCO1,False,False,False,True,False,False,False,False,True,False,116.16,-120.45,-0.064,-6.0,48,2.464,3.386,0.0,0.233,49.785,-93.95,13.847,2.5,0.963,4.09,0.62,0.0,1,143,0.516,29.625,5.192,0.568,0.0,2.182,0.147,0.246,2.998,0.343,104.064,0.0,0.0,3.296,19.504,10.188,-220.4,9.474,1,-0.353,0.733,5.385,195.432,5.983,9.474,2.25,1,1,13.847,2.998,116.084,1.202,1,5.918,19.951,2.438,0,0.343,-2.089,0.3,1.391,0.733,4.624,1.57,1.0,5.541,1.391,5.192,2,3.805,1.58,7,2,0.963,0.509,1098.066,2.438,0.343,18.46,-42.37,8,0.012,2.116,0.034,1.0,0.595,16.707,6.046,2.111,2,0.0,-23.33,-2.16,1.5,9.474,2.242,-0.08,0.353,0.147,10.103,0.647,5.385
63,-68.573,l,cationic,CC1(C)CCCC1,False,False,False,True,False,False,False,False,True,False,98.189,-58.819,-0.047,-7.151,42,1.5,3.046,0.0,0.198,45.923,-32.87,13.847,1.571,0.986,3.27,0.007,0.694,1,104,0.0,28.286,2.361,0.095,0.0,2.213,-0.035,0.168,3.207,0.694,84.077,0.0,0.0,3.045,0.0,0.0,-98.84,0.0,1,-0.06,1.332,5.328,171.003,5.328,0.0,1.429,1,0,39.531,3.207,98.11,1.185,0,18.257,39.531,3.371,0,5.833,-2.133,0.22,1.957,1.332,4.739,4.72,1.0,4.722,1.957,2.361,0,3.207,0.15,7,0,0.986,0.437,960.808,3.371,0.694,0.0,-32.63,7,-0.002,1.841,0.382,1.0,0.0,14.27,5.143,2.356,0,0.0,-18.66,-2.012,1.0,0.0,2.4,0.0,0.06,0.035,9.923,0.09,5.328
64,-68.143,s,ROP,CC1SC(=O)C(C)SC1=O,False,False,True,False,False,False,False,False,False,True,176.262,-105.19,-0.047,7.9,56,2.964,5.86,0.0,1.092,68.127,-93.56,0.0,1.6,1.204,3.6,0.786,0.0,1,216,0.652,34.6,10.94,1.33,21.88,2.301,0.202,0.865,3.02,-0.145,168.198,0.0,0.0,4.618,20.73,0.0,-190.85,0.0,1,-0.286,2.531,7.421,244.29,7.724,9.589,1.3,1,1,13.847,4.779,175.997,1.549,1,13.847,24.347,2.158,0,0.0,-2.182,0.33,3.855,0.636,8.251,3.03,0.091,3.535,1.25,10.94,0,4.609,1.87,8,4,1.204,0.557,1372.583,4.849,0.122,34.14,-34.66,10,0.002,1.841,-0.113,0.667,0.0,32.173,8.14,2.311,2,0.0,-20.56,-2.257,1.0,9.589,2.631,0.04,0.286,0.202,10.503,0.817,5.788
65,-68.0,s,ionic,O=CC(Cl)(Cl)Cl,False,False,False,False,False,True,False,False,False,True,147.388,-75.75,-0.049,-23.11,36,2.009,3.216,0.0,0.44,50.176,-41.27,0.0,1.5,0.773,3.71,0.213,0.0,0,63,0.324,11.167,9.431,0.904,9.431,2.155,0.245,0.42,1.091,-1.722,146.38,0.0,0.0,2.805,10.079,-1.722,-140.13,0.0,0,-0.299,0.0,4.887,146.574,5.207,4.795,1.5,0,0,0.0,2.225,145.909,4.54,0,0.0,3.793,0.659,0,0.234,-1.928,0.5,0.401,0.0,6.738,3.14,0.0,0.0,0.134,9.431,0,2.561,2.51,4,1,0.773,0.375,823.55,3.028,0.234,17.07,-35.83,6,0.004,1.352,-0.107,0.5,0.0,35.583,6.54,2.211,1,0.0,-21.18,-2.004,1.333,4.795,3.446,0.54,0.299,0.245,10.901,0.711,2.619
66,-66.827,s,ionic,CCCCC=O,False,False,False,False,False,True,False,False,False,True,86.134,-75.8,-0.048,-9.65,36,4.67,2.866,0.0,0.168,38.361,-54.78,6.924,2.5,0.829,3.05,0.452,0.0,0,76,0.387,8.167,9.564,0.65,9.564,1.745,0.119,0.159,2.351,0.733,76.054,0.0,0.0,2.839,6.286,0.0,-140.23,4.795,0,-0.303,0.287,4.107,146.574,4.828,4.795,2.333,0,0,26.186,2.351,86.073,3.67,0,6.421,26.186,1.309,0,3.863,-1.785,0.5,0.676,0.287,5.484,0.48,0.0,2.073,0.676,9.564,0,2.914,2.97,4,1,0.829,0.374,823.55,1.309,0.733,17.07,-31.69,6,-0.0,1.614,-0.107,0.8,0.0,16.129,5.67,1.865,1,6.421,-17.4,-1.698,1.667,4.795,2.488,-0.33,0.303,0.119,10.272,0.554,4.107
67,-66.406,s,ROP,O=C1CCCCS1,False,False,True,False,False,False,False,False,False,True,116.185,-70.4,-0.045,2.9,40,2.359,4.202,0.0,0.739,47.478,-53.72,0.0,2.571,0.884,2.98,0.519,0.0,1,114,0.503,22.571,10.426,1.055,10.426,2.062,0.188,0.566,2.55,0.381,108.121,0.0,0.0,3.382,10.868,0.0,-121.22,0.0,1,-0.287,1.494,4.961,171.003,5.113,4.795,2.286,1,1,19.262,3.536,116.03,1.513,1,12.842,19.262,1.678,0,3.16,-2.042,0.11,2.057,0.63,8.132,0.41,0.091,0.0,1.038,10.426,0,3.394,4.08,8,2,0.884,0.476,960.808,2.83,0.381,17.07,-30.51,7,0.006,1.686,-0.111,0.8,1.054,32.167,5.162,2.166,1,12.174,-17.02,-1.992,1.429,4.795,2.25,0.02,0.287,0.188,10.256,0.932,4.145
68,-63.662,s,ionic,CC(C)C=O,False,False,False,False,False,True,False,False,False,True,72.107,-73.0,-0.048,-9.99,30,1.942,2.201,0.0,0.151,31.996,-51.64,0.0,1.8,0.688,3.06,0.458,0.0,0,46,0.391,8.6,9.505,0.615,9.505,1.792,0.122,0.161,1.724,0.204,64.043,0.0,0.0,2.183,6.286,0.0,-134.63,4.795,0,-0.303,0.0,3.563,122.145,4.284,4.795,1.8,0,0,13.847,1.724,72.058,3.67,0,0.0,13.847,1.38,0,0.917,-1.784,0.43,0.272,0.0,5.513,0.49,0.0,3.708,0.272,9.505,0,2.27,2.97,4,1,0.688,0.419,686.291,1.38,0.204,17.07,-31.72,5,-0.0,1.379,-0.11,0.75,0.204,16.129,4.67,1.781,1,5.918,-17.46,-1.821,1.6,4.795,2.826,-0.33,0.303,0.122,10.265,0.521,3.563
69,-61.585,s,ionic,CC(C)C=O,False,False,False,False,False,True,False,False,False,True,72.107,-73.0,-0.042,-9.99,30,1.942,2.201,0.0,0.151,31.996,-51.64,0.0,1.8,0.688,2.48,0.458,0.0,0,46,0.391,8.6,9.505,0.615,9.505,1.792,0.122,0.161,1.724,0.204,64.043,0.0,0.0,2.183,6.286,0.0,-134.63,4.795,0,-0.303,0.0,3.563,122.145,4.284,4.795,1.8,0,0,13.847,1.724,72.058,3.67,0,0.0,13.847,1.38,0,0.917,-1.784,0.43,0.272,0.0,5.513,1.22,0.062,3.708,0.272,9.505,0,2.27,2.97,4,1,0.688,0.419,686.291,1.38,0.204,17.07,-26.76,5,-0.0,1.379,-0.11,0.75,0.204,16.129,4.67,1.781,1,5.918,-14.15,-1.821,1.6,4.795,2.826,-0.33,0.303,0.122,10.265,0.521,3.563
70,-61.029,s,cationic,CCCCC1OCCCCO1,False,False,False,True,False,False,False,False,False,True,158.241,-124.62,-0.049,-0.5,66,5.555,5.091,0.0,0.247,68.88,-112.75,6.924,2.364,1.386,3.29,0.724,0.0,1,336,0.587,21.545,5.483,0.686,0.0,2.106,0.157,0.231,4.664,0.095,140.097,0.0,0.0,5.151,19.504,10.966,-237.87,9.474,1,-0.353,1.219,7.344,268.719,7.941,9.474,1.818,1,1,39.028,4.664,158.131,3.728,1,25.683,45.318,3.02,0,5.91,-2.135,0.31,1.94,1.219,4.507,1.98,0.042,3.958,1.94,5.483,2,5.432,1.59,9,2,1.386,0.627,1509.841,3.02,0.095,18.46,-33.33,11,0.004,2.282,-0.13,1.0,0.0,16.679,9.012,2.109,2,13.214,-18.79,-2.146,1.182,9.474,2.094,-0.08,0.353,0.157,10.236,0.528,7.344
71,-58.408,l,ionic,CC(=O)CCC=O,False,False,False,False,False,True,False,False,True,False,100.117,-100.34,-0.061,-9.67,40,3.527,3.473,0.0,0.368,42.522,-81.99,0.0,2.429,0.844,5.26,0.79,0.0,0,98,0.861,8.143,10.044,1.066,19.601,1.872,0.13,0.314,2.202,0.076,92.053,0.0,0.0,3.423,12.069,0.0,-192.0,9.589,0,-0.303,0.262,4.308,171.003,5.699,9.589,2.286,0,0,19.765,2.202,100.052,5.34,0,6.924,19.765,1.407,0,1.514,-1.798,0.56,0.614,0.262,5.771,0.11,1.0,1.476,0.614,10.044,0,3.27,3.79,4,2,0.844,0.485,960.808,1.407,0.076,34.14,-48.09,7,0.014,1.612,-0.118,0.6,0.076,16.139,6.34,1.825,2,12.842,-30.03,-1.877,1.714,9.589,2.967,-0.66,0.303,0.13,10.25,1.204,4.308
72,-57.013,s,ionic,CCCCCCCC=O,False,False,False,False,False,True,False,False,False,True,128.215,-90.5,-0.045,-9.65,54,7.67,4.418,0.0,0.144,57.455,-69.48,6.924,2.333,1.252,2.98,0.453,0.0,0,206,0.387,9.444,9.838,0.656,9.838,1.854,0.119,0.159,3.851,0.754,112.087,0.0,0.0,4.317,6.286,0.0,-169.63,4.795,0,-0.303,0.831,6.228,219.861,6.95,4.795,1.778,0,0,45.449,3.851,128.12,7.67,0,6.421,45.449,2.37,0,7.968,-1.93,0.64,1.426,0.831,5.484,0.41,0.0,2.194,1.426,9.838,0,4.414,2.97,4,1,1.252,0.397,1235.324,2.37,0.754,17.07,-30.43,9,-0.0,1.885,-0.107,0.875,0.0,16.129,8.67,2.024,1,6.421,-17.02,-1.776,1.111,4.795,2.664,-0.33,0.303,0.119,10.13,0.554,6.228
73,-56.466,s,ROP,S=C1OC2CCCOC2CS1,False,False,True,False,False,False,False,False,False,True,190.289,-76.09,-0.041,-0.0,62,3.29,6.663,0.0,1.315,75.626,-56.31,0.0,3.273,1.279,3.5,0.692,0.0,2,264,0.68,37.636,5.525,1.322,0.0,2.319,0.22,1.19,3.811,0.248,180.209,0.0,0.0,6.304,28.95,11.676,-132.4,9.474,2,-0.472,2.541,7.749,268.719,7.682,9.474,2.364,2,2,12.842,5.205,190.012,1.681,2,25.06,25.05,2.769,0,2.748,-2.346,0.38,3.27,1.41,8.222,2.18,0.0,0.887,1.993,5.525,2,5.36,4.28,8,4,1.279,0.54,1509.841,4.391,0.248,18.46,-32.08,11,-0.05,2.041,-0.055,0.857,0.976,32.181,7.829,2.274,2,12.36,-19.95,-2.416,1.455,9.474,1.983,0.2,0.472,0.22,10.074,1.287,6.116
74,-56.47,s,ionic,CC(C)(Cl)C=O,False,False,False,False,False,True,False,False,False,True,106.552,-84.15,-0.05,-18.19,36,1.606,2.991,0.0,0.319,42.299,-54.59,0.0,1.833,0.81,3.14,0.432,0.0,0,63,0.499,11.167,9.694,0.821,9.028,2.078,0.14,0.252,1.713,-0.667,99.496,0.0,0.0,2.657,11.16,0.0,-156.93,4.795,0,-0.301,0.0,4.619,146.574,5.207,4.795,1.833,0,0,13.847,2.091,106.019,3.96,0,13.847,18.722,1.682,0,0.703,-1.997,0.5,0.369,0.0,6.304,0.56,0.0,3.281,0.28,9.694,0,2.561,3.27,4,1,0.81,0.363,823.55,2.656,0.667,17.07,-32.89,6,-0.003,1.352,-0.109,0.75,0.0,35.496,5.96,2.054,1,0.0,-17.9,-2.096,1.667,4.795,3.446,-0.04,0.301,0.14,10.245,0.73,3.864
75,-56.283,s,ionic,COCCOCCC=O,False,False,False,False,False,True,False,False,False,True,132.159,-135.87,-0.05,-9.65,54,7.59,4.308,0.0,0.239,54.953,-114.85,0.0,2.667,1.087,2.93,1.104,0.0,0,206,1.12,9.444,9.726,1.046,9.726,1.84,0.122,0.201,2.918,0.476,120.063,0.0,0.0,4.058,33.217,9.667,-260.37,14.268,0,-0.382,0.376,5.631,219.861,6.95,14.268,2.111,0,0,6.421,2.918,132.079,7.59,0,0.0,6.421,1.561,0,1.316,-1.978,0.64,0.812,0.376,5.486,0.35,0.0,1.677,0.812,9.726,2,4.414,3.64,4,3,1.087,0.383,1235.324,1.561,0.476,35.53,-31.55,9,-0.008,1.885,-0.108,0.833,0.0,16.516,8.59,1.773,3,13.531,-16.7,-2.023,1.333,14.268,2.664,-0.41,0.382,0.122,10.509,1.044,5.631
