,dS (cal/mol/K),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,MIX_dGsolv298(kJ/mol),MIX_logK,SOLUTE_B_ML,SOLUTE_S_ML,RDKIT_SPS,PEP_dH_(kcal/mol),MIX_dHsolv298(kJ/mol),RDKIT_NumAliphaticRings,RDKIT_FractionCSP3,RDKIT_BCUT2D_LOGPLOW,SOLUTE_B_GC,SOLUTE_S_GC,MIX_dSsolv298(kJ/mol/K),STERICS_Side_Chain_Ratio,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_CHGHI,SOLUTE_E_GC,RDKIT_RingCount,MIX_logP,RDKIT_BalabanJ,RDKIT_Kappa3,RDKIT_MaxEStateIndex,RDKIT_MaxAbsEStateIndex,STERICS_Volume,RDKIT_VSA_EState1,TANIMOTO,RDKIT_MinPartialCharge,RDKIT_BCUT2D_CHGLO,RDKIT_MinEStateIndex,RDKIT_MaxAbsPartialCharge,DIPOLE_mmff94,SOLUTE_L_ML,SOLUTE_L_GC,RDKIT_HeavyAtomCount,RDKIT_NumAliphaticHeterocycles,RDKIT_VSA_EState2,STERICS_Wiener_Index,RDKIT_Chi1,RDKIT_PEOE_VSA7,RDKIT_fr_lactone,STERICS_VDW_Volume,RDKIT_Chi1v,RDKIT_BCUT2D_MRHI,RDKIT_Chi1n,RDKIT_Chi4v,RDKIT_SlogP_VSA2,RDKIT_EState_VSA8,PEP_dHf_2,RDKIT_NumSaturatedRings,PEP_dHf_0,RDKIT_Chi3v,RDKIT_SlogP_VSA3,RDKIT_PEOE_VSA14,RDKIT_NumHAcceptors,RDKIT_MinAbsEStateIndex,RDKIT_HallKierAlpha,RDKIT_Chi2n,PEP_dHf_1,RDKIT_Chi3n,RDKIT_NumValenceElectrons,RDKIT_AvgIpc,RDKIT_fr_ether,RDKIT_Chi0n,RDKIT_TPSA,RDKIT_NumSaturatedHeterocycles,RDKIT_qed,RDKIT_Chi0,RDKIT_NOCount,RDKIT_VSA_EState7,RDKIT_Chi2v,SOLUTE_E_ML,RDKIT_Chi4n,RDKIT_Chi0v,RDKIT_SMR_VSA5,RDKIT_PEOE_VSA1,RDKIT_LabuteASA,RDKIT_MaxPartialCharge,RDKIT_Kappa2,SOLUTE_V_GC
10,6.214,l,ROP,O=C1CCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,16,-43.41,7.61,0.591,1.374,22.8,0.0,-65.97,1,0.923,-2.053,0.492,1.46,-0.076,0.06,1.733,2.026,0.6,1,3.84,2.126,7.405,11.231,11.231,2058.874,5.148,1.0,-0.466,-2.066,0.007,0.466,1.91,7.499,8.521,15,1,11.231,802,7.394,12.842,1,366.435,6.55,5.687,6.55,2.044,12.576,0.0,-298.17,1,-140.47,3.038,9.531,5.969,2,0.007,-0.53,4.506,-157.7,3.038,88,2.241,1,9.802,26.3,1,0.57,10.77,2,13.144,4.506,0.31,2.044,9.802,70.629,4.737,93.388,0.305,8.752,1.906
11,-8.604,l,cyclic,CC1(C)CCCCC1,False,False,False,False,True,False,False,False,True,False,8,-21.43,3.76,0.005,0.112,27.75,-0.0,-37.0,1,1.0,-2.141,0.0,0.131,-0.052,0.2,1.625,2.194,0.2,1,5.17,2.328,1.5,2.381,2.381,1098.066,0.0,1.0,-0.06,-2.281,0.679,0.06,0.15,3.601,3.585,8,0,0.0,138,3.707,18.257,0,195.432,3.707,4.72,3.707,1.509,0.0,13.847,-108.64,1,-44.07,2.207,0.0,0.0,0,0.679,0.0,3.725,-64.57,2.207,48,1.65,0,6.036,0.0,0,0.452,6.036,0,7.309,3.725,0.245,1.509,6.036,45.952,0.0,52.288,-0.035,2.083,1.127
12,3.872,l,ROP,CC1(C)COC(=O)c2ccc(cc2)C(=O)OCC(C)(C)COC(=O)c2ccc(cc2)C(=O)OC1,False,False,True,False,False,False,False,False,True,False,24,-103.38,18.12,1.989,2.881,19.176,-0.0,-157.3,4,0.385,-2.289,2.267,2.935,-0.18,0.33,0.794,2.258,2.185,6,3.94,1.81,6.664,12.405,12.405,4666.781,21.501,1.0,-0.461,-2.24,-0.636,0.461,1.6,17.291,15.072,34,4,49.622,5312,15.956,48.531,0,830.587,10.845,5.939,10.845,2.945,50.305,0.0,-692.71,0,-337.74,5.089,18.947,23.877,8,0.017,-3.68,9.788,-354.97,5.089,180,2.826,4,19.713,105.2,0,0.421,24.933,8,0.0,9.788,2.317,2.945,19.713,27.695,18.947,197.692,0.338,10.072,3.486
13,2.414,l,ROP,CC1COC(=O)c2ccc(cc2)C(=O)OCC(C)COC(=O)c2ccc(cc2)C(=O)OC1,False,False,True,False,False,False,False,False,True,False,24,-99.9,17.51,1.948,2.925,20.938,-0.0,-155.78,4,0.333,-2.198,2.267,3.156,-0.19,0.29,0.844,2.17,2.266,6,3.6,1.738,6.164,12.221,12.221,4392.265,21.036,1.0,-0.462,-2.143,-0.545,0.462,1.84,16.078,14.723,32,4,48.884,4699,15.329,48.531,0,781.729,10.218,5.938,10.218,2.786,50.305,0.0,-662.03,0,-322.4,4.708,18.947,23.877,8,0.054,-3.68,7.759,-339.63,4.708,168,2.819,4,17.868,105.2,0,0.454,23.087,8,0.0,7.759,2.314,2.786,17.868,13.847,18.947,184.962,0.338,10.567,3.204
14,-5.975,l,ROP,CN1CCCCC1=O,False,False,True,False,False,False,False,False,True,False,8,-29.78,5.22,0.843,1.064,21.625,-5.1,-55.65,1,0.833,-2.305,0.779,1.352,-0.087,0.2,2.625,2.115,0.368,1,0.29,2.393,0.997,10.72,10.72,1098.066,0.0,1.0,-0.346,-2.207,0.302,0.346,3.72,4.253,4.498,8,1,12.515,151,3.805,12.842,0,195.432,3.045,5.759,3.045,0.941,24.4,0.0,-127.47,1,-50.66,1.56,4.795,0.0,1,0.302,-0.53,2.272,-71.71,1.56,46,1.768,0,5.184,20.31,1,0.451,5.983,2,3.03,2.272,0.536,0.941,5.184,19.262,4.9,49.479,0.222,2.159,0.961
15,5.975,l,ROP,O=C1CCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,17,-45.52,7.98,0.592,1.372,22.875,0.0,-68.33,1,0.929,-2.05,0.508,1.43,-0.076,0.06,1.625,2.025,0.512,1,4.3,2.128,7.722,11.299,11.299,2196.132,5.179,1.0,-0.466,-2.037,0.009,0.466,1.93,7.942,8.295,16,1,11.299,954,7.894,12.842,1,390.864,7.05,5.687,7.05,2.221,12.576,0.0,-307.97,1,-145.37,3.288,9.531,5.969,2,0.009,-0.53,4.86,-162.6,3.288,94,2.291,1,10.509,26.3,1,0.578,11.477,2,14.542,4.86,0.302,2.221,10.509,77.05,4.737,99.753,0.305,9.679,2.047
16,5.019,l,ROP,O=C1CCCCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,19,-49.68,8.71,0.603,1.387,23.0,0.0,-73.33,1,0.938,-2.051,0.487,1.625,-0.079,0.05,1.444,2.024,0.696,1,5.24,2.114,9.495,11.409,11.409,2470.649,5.229,1.0,-0.466,-2.043,0.013,0.466,1.89,8.822,9.287,18,1,11.409,1313,8.894,12.842,1,439.722,8.05,5.687,8.05,2.574,12.576,0.0,-327.57,1,-155.17,3.788,9.531,5.969,2,0.013,-0.53,5.567,-172.4,3.788,106,2.374,1,11.923,26.3,1,0.568,12.891,2,17.379,5.567,0.295,2.574,11.923,89.892,4.737,112.483,0.305,11.554,2.329
17,-33.939,g,vinyl/acrylic,C=C,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.056,0.102,2.0,-21.835,0.0,0,0.0,-0.552,0.035,0.159,0.0,0.0,1.0,0.601,0.123,0,0.0,2.0,-6.106,3.0,3.0,274.517,0.0,-1.0,-0.106,-0.813,3.0,0.106,0.03,0.304,0.66,2,0,0.0,10,1.0,0.0,0,48.858,0.5,4.22,0.5,0.0,0.0,13.158,-39.9,0,12.0,0.0,0.0,0.0,0,3.0,-0.26,0.0,-30.065,0.0,12,1.0,0,1.414,0.0,0,0.344,2.0,0,0.0,0.0,0.099,0.0,1.414,0.0,0.0,14.415,-0.106,0.74,0.347
18,-38.886,g,cationic,C1COC1,False,False,False,True,False,False,False,True,False,False,6,0.0,0.0,0.419,0.731,24.0,-25.7,0.0,1,1.0,-2.088,0.249,0.384,0.0,0.0,1.5,1.94,0.207,1,0.0,2.0,0.115,4.722,4.722,549.033,4.722,-1.0,-0.381,-2.085,1.0,0.381,1.99,2.084,2.062,4,1,0.0,35,2.0,6.421,0,97.716,1.577,4.407,1.577,0.144,13.214,0.0,-108.34,1,-18.22,0.577,4.737,0.0,1,1.0,-0.04,0.966,-64.42,0.577,24,0.722,1,2.53,9.23,1,0.392,2.828,1,1.278,0.966,0.319,0.144,2.53,6.421,4.737,25.577,0.049,0.725,0.481
19,-37.285,g,cationic,C1OCOCO1,False,False,False,True,False,False,False,True,False,False,8,0.0,0.0,0.603,0.805,24.0,-6.6,0.0,1,1.0,-2.136,0.614,0.579,0.0,0.0,1.167,1.929,0.234,1,0.0,2.0,0.931,4.625,4.625,823.55,13.875,-1.0,-0.329,-2.102,0.375,0.329,1.57,2.298,1.89,6,1,0.0,84,3.0,0.0,0,146.574,1.732,4.089,1.732,0.279,20.379,14.211,-247.75,1,-111.24,0.5,14.211,0.0,3,0.375,-0.12,0.966,-129.91,0.5,36,1.72,3,3.346,27.69,1,0.416,4.243,3,0.0,0.966,0.242,0.279,3.346,0.0,14.211,35.804,0.152,2.125,0.599
20,-36.09,g,cationic,C1COCO1,False,False,False,True,False,False,False,True,False,False,7,0.0,0.0,0.59,0.629,24.0,-6.0,0.0,1,1.0,-1.785,0.59,0.543,0.0,0.0,1.8,1.934,0.204,1,0.0,2.083,0.597,4.722,4.722,686.291,9.444,-1.0,-0.353,-1.756,0.5,0.353,1.68,1.967,1.984,5,1,0.0,56,2.5,0.0,0,122.145,1.655,4.284,1.655,0.295,20.007,0.0,-177.1,1,-72.3,0.539,9.474,0.0,2,0.5,-0.08,0.934,-98.8,0.539,30,1.76,2,2.938,18.46,1,0.402,3.536,2,0.0,0.934,0.296,0.295,2.938,0.0,9.474,30.69,0.146,1.381,0.54
21,-31.405,g,cationic,C1CCOCOC1,False,False,False,True,False,False,False,True,False,False,9,0.0,0.0,0.629,0.815,24.0,-0.5,0.0,1,1.0,-1.934,0.599,0.546,0.0,0.0,2.0,1.941,0.238,1,0.0,2.042,1.9,4.972,4.972,960.808,9.944,-1.0,-0.355,-1.929,0.5,0.355,2.13,3.15,3.117,7,1,0.0,120,3.5,12.842,0,171.003,2.655,4.382,2.655,0.585,20.007,0.0,-196.7,1,-87.6,0.994,9.474,0.0,2,0.5,-0.08,1.641,-108.6,0.994,42,1.902,2,4.352,18.46,1,0.449,4.95,2,2.306,1.641,0.297,0.585,4.352,12.842,9.474,43.42,0.146,2.993,0.822
22,-31.389,g,cationic,C1CCOC1,False,False,False,True,False,False,False,True,False,False,7,0.0,0.0,0.469,0.562,24.0,-5.9,0.0,1,1.0,-1.743,0.364,0.344,0.0,0.0,1.8,1.943,0.181,1,0.0,2.083,0.618,4.944,4.944,686.291,4.944,-1.0,-0.381,-1.764,1.0,0.381,1.76,2.592,2.188,5,1,0.0,56,2.5,12.842,0,122.145,2.077,4.432,2.077,0.51,13.214,0.0,-118.14,1,-42.92,0.827,4.737,0.0,1,1.0,-0.04,1.319,-69.32,0.827,30,1.76,1,3.237,9.23,1,0.411,3.536,1,2.556,1.319,0.295,0.51,3.237,12.842,4.737,31.942,0.047,1.41,0.622
23,-30.856,g,cationic,C1COCOCCO1,False,False,False,True,False,False,False,True,False,False,10,0.0,0.0,0.956,0.871,24.0,-5.6,0.0,1,1.0,-2.153,0.872,0.622,0.0,0.0,1.75,1.938,0.219,1,0.0,2.0,2.255,5.024,5.024,1098.066,14.879,-1.0,-0.377,-2.096,0.42,0.377,2.53,3.572,3.243,8,1,0.0,165,4.0,0.0,0,195.432,2.732,4.324,2.732,0.515,33.22,0.0,-255.14,1,-111.72,0.911,14.211,0.0,3,0.42,-0.12,1.547,-137.82,0.911,48,1.615,3,4.76,27.69,1,0.448,5.657,3,0.0,1.547,0.392,0.515,4.76,0.0,14.211,48.534,0.146,3.831,0.881
24,-30.521,g,ROP,O=C1OC2CCC1CC2,False,False,True,False,False,False,False,True,False,False,8,0.0,0.0,0.574,1.086,40.667,-10.6,0.0,3,0.857,-2.365,0.479,1.147,0.0,0.27,2.111,2.348,0.561,3,0.0,2.147,0.732,10.834,10.834,1235.324,5.046,-1.0,-0.462,-2.337,0.053,0.462,4.18,4.185,4.704,9,2,10.834,162,4.36,25.683,0,219.861,3.566,5.736,3.566,1.677,12.073,0.0,-210.85,3,-96.38,2.29,9.531,5.969,2,0.053,-0.53,2.911,-103.87,2.29,50,1.895,1,5.3,26.3,2,0.454,6.268,2,4.641,2.911,0.513,1.677,5.3,31.787,4.737,54.192,0.309,1.723,0.952
25,-12.189,g,cationic,C1COOOO1,False,False,False,True,False,False,False,True,False,False,8,0.0,0.0,0.525,0.886,24.0,6.7,0.0,1,1.0,-2.116,1.192,0.442,0.0,0.0,1.5,1.969,0.159,1,0.0,2.0,0.908,4.222,4.222,823.55,0.0,-1.0,-0.201,-2.048,0.431,0.201,2.62,2.441,3.471,6,1,8.444,84,3.0,10.077,0,146.574,1.577,4.144,1.577,0.175,13.214,19.852,-11.54,1,-2.22,0.374,19.852,0.0,4,0.431,-0.16,0.78,-16.02,0.374,36,1.72,0,3.047,36.92,1,0.388,4.243,4,0.0,0.78,0.372,0.175,3.047,0.0,0.0,34.34,0.112,2.093,0.517
26,-42.065,g,vinyl/acrylic,C=CCC(C)C,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.064,0.072,9.167,-23.063,0.0,0,0.667,-1.784,0.071,0.127,0.0,0.5,2.167,1.822,0.124,0,0.0,2.814,3.74,3.601,3.601,823.55,0.0,-1.0,-0.103,-1.921,0.78,0.103,0.15,2.426,2.494,6,0,0.0,71,2.77,12.339,0,146.574,2.379,4.666,2.379,0.333,0.0,20.426,-87.7,0,-12.237,0.638,0.0,0.0,0,0.78,-0.26,1.918,-52.4,0.638,36,1.349,0,4.569,0.0,0,0.45,4.992,0,3.088,1.918,0.074,0.333,4.569,20.268,0.0,39.874,-0.033,2.951,0.911
27,-46.367,g,vinyl/acrylic,C=CCCC,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.067,0.085,7.4,-22.811,0.0,0,0.6,-1.52,0.071,0.127,0.0,0.43,2.4,1.612,0.124,0,0.0,2.402,3.74,3.55,3.55,686.291,0.0,-1.0,-0.103,-1.724,1.153,0.103,0.15,2.197,2.176,5,0,0.0,50,2.414,6.421,0,122.145,2.024,4.625,2.024,0.204,0.0,13.503,-73.7,0,-5.167,0.493,0.0,0.0,0,1.153,-0.26,1.077,-45.722,0.493,30,1.406,0,3.699,0.0,0,0.436,4.121,0,4.309,1.077,0.105,0.204,3.699,19.765,0.0,33.509,-0.036,3.74,0.77
28,-41.587,g,cationic,C1CO1,False,False,False,True,False,False,False,True,False,False,5,0.0,0.0,0.343,0.771,24.0,-26.9,0.0,1,1.0,-1.204,0.361,0.44,0.0,0.0,1.667,1.935,0.08,1,0.0,2.25,0.003,4.5,4.5,411.775,4.5,-1.0,-0.377,-1.242,1.0,0.377,1.71,1.439,1.566,3,1,0.0,20,1.5,0.0,0,73.287,1.077,4.363,1.077,0.0,13.214,4.737,-98.54,1,-12.12,0.204,4.737,0.0,1,1.0,-0.04,0.612,-59.52,0.204,18,1.459,1,1.822,12.53,1,0.349,2.121,1,0.0,0.612,0.265,0.0,1.822,0.0,4.737,19.212,0.07,0.206,0.34
29,-45.411,g,ionic,O=CC(Cl)(Cl)Cl,False,False,False,False,False,True,False,True,False,False,4,0.0,0.0,0.213,0.904,11.167,-23.11,0.0,0,0.5,-2.004,0.324,0.711,0.0,0.5,1.5,2.155,0.42,0,0.0,3.446,4.54,9.431,9.431,823.55,-1.722,-1.0,-0.299,-1.928,-1.722,0.299,2.48,3.216,2.805,6,0,9.431,63,2.561,0.0,0,146.574,2.225,6.738,1.091,0.0,10.079,0.0,-140.13,0,-41.27,0.401,4.795,0.0,1,0.234,0.54,0.659,-75.75,0.134,36,1.352,0,2.619,17.07,0,0.375,5.207,1,0.234,3.028,0.44,0.0,4.887,3.793,0.0,50.176,0.245,2.009,0.773
30,-44.694,g,ionic,O=CC(F)(F)F,False,False,False,False,False,True,False,True,False,False,4,0.0,0.0,0.281,0.437,11.167,-15.8,0.0,0,0.5,-2.065,0.4,0.285,0.0,0.5,1.5,2.244,-0.093,0,0.0,3.446,3.46,10.417,10.417,823.55,31.25,-1.0,-0.293,-1.87,-4.639,0.446,2.49,1.007,0.564,6,0,8.701,63,2.561,0.0,0,146.574,1.091,5.561,1.091,0.0,12.462,0.0,-406.33,0,-181.68,0.134,4.795,6.176,1,1.062,-0.54,0.659,-208.85,0.134,36,1.352,0,2.619,17.07,0,0.408,5.207,1,-5.701,0.659,-0.169,0.0,2.619,6.176,0.0,31.762,0.446,1.279,0.459
31,-43.738,g,vinyl/acrylic,CC=CC(C)C,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.088,0.073,11.333,-25.699,0.0,0,0.667,-1.728,0.104,0.12,0.0,0.5,1.833,1.76,0.128,0,0.0,3.032,3.74,2.167,2.167,823.55,0.0,-1.0,-0.091,-1.865,0.718,0.091,0.06,2.469,2.661,6,0,0.0,65,2.77,12.842,0,146.574,2.399,4.789,2.399,0.385,0.0,26.0,-91.9,0,-14.26,0.577,0.0,0.0,0,0.718,-0.26,1.77,-51.941,0.577,36,1.349,0,4.732,0.0,0,0.427,4.992,0,4.241,1.77,0.103,0.385,4.732,20.771,0.0,39.874,-0.029,2.951,0.911
32,-11.551,l,vinyl/acrylic,C=CCOCCOC(=O)C=C,False,False,False,False,False,False,True,False,True,False,4,-31.3,5.49,0.776,0.902,8.727,-22.84,-56.52,0,0.375,-2.075,0.839,0.882,-0.085,0.69,2.636,1.924,0.297,0,1.39,3.07,6.8,10.429,10.429,1509.841,9.57,1.0,-0.46,-2.003,-0.424,0.46,2.56,4.799,4.47,11,0,10.429,328,5.308,0.0,0,268.719,3.288,5.806,3.288,0.427,25.79,17.895,-256.34,0,-95.08,0.874,14.268,5.969,3,0.263,-1.09,1.735,-138.42,0.874,62,2.037,2,6.415,35.53,0,0.248,8.527,3,2.753,1.735,0.363,0.427,6.415,0.0,9.474,66.303,0.33,7.022,1.283
33,-16.109,l,ionic,COCCOCCC=O,False,False,False,False,False,True,False,False,True,False,4,-31.11,5.45,1.104,1.046,9.444,-9.65,-54.11,0,0.833,-2.023,1.12,1.044,-0.077,0.64,2.667,1.84,0.201,0,-0.74,2.664,7.59,9.726,9.726,1235.324,9.667,1.0,-0.382,-1.978,0.476,0.382,3.47,4.308,4.058,9,0,9.726,206,4.414,0.0,0,219.861,2.918,5.486,2.918,0.376,33.217,0.0,-260.37,0,-114.85,0.812,14.268,0.0,3,0.476,-0.41,1.561,-135.87,0.812,54,1.885,2,5.631,35.53,0,0.383,6.95,3,1.316,1.561,0.239,0.376,5.631,6.421,14.268,54.953,0.122,7.59,1.087
34,-14.101,l,vinyl/acrylic,C=C,False,False,False,False,False,False,True,False,True,False,4,-5.68,1.0,0.056,0.102,2.0,-21.835,-8.64,0,0.0,-0.552,0.035,0.159,-0.01,0.0,1.0,0.601,0.123,0,1.93,2.0,-6.106,3.0,3.0,274.517,0.0,1.0,-0.106,-0.813,3.0,0.106,0.03,0.304,0.66,2,0,0.0,10,1.0,0.0,0,48.858,0.5,4.22,0.5,0.0,0.0,13.158,-39.9,0,12.0,0.0,0.0,0.0,0,3.0,-0.26,0.0,-30.065,0.0,12,1.0,0,1.414,0.0,0,0.344,2.0,0,0.0,0.0,0.099,0.0,1.414,0.0,0.0,14.415,-0.106,0.74,0.347
35,0.717,l,cationic,C1COOOO1,False,False,False,True,False,False,False,False,True,False,8,-23.7,4.15,0.525,0.886,24.0,6.7,-42.42,1,1.0,-2.116,1.192,0.442,-0.063,0.0,1.5,1.969,0.159,1,0.24,2.0,0.908,4.222,4.222,823.55,0.0,1.0,-0.201,-2.048,0.431,0.201,2.63,2.441,3.471,6,1,8.444,84,3.0,10.077,0,146.574,1.577,4.144,1.577,0.175,13.214,19.852,-11.54,1,-2.22,0.374,19.852,0.0,4,0.431,-0.16,0.78,-16.02,0.374,36,1.72,0,3.047,36.92,1,0.388,4.243,4,0.0,0.78,0.372,0.175,3.047,0.0,0.0,34.34,0.112,2.093,0.517
36,-5.975,l,ROP,O=C1CCCCN1,False,False,True,False,False,False,False,False,True,False,8,-39.05,6.85,0.725,1.436,21.429,-5.1,-64.77,1,0.8,-2.276,0.661,1.222,-0.086,0.11,2.571,2.037,0.586,1,-0.12,2.25,1.18,10.352,10.352,960.808,0.0,1.0,-0.356,-2.084,0.214,0.356,3.78,4.134,4.12,7,1,10.352,114,3.394,12.842,0,171.003,2.661,5.759,2.661,0.727,12.452,5.317,-133.67,1,-53.76,1.153,4.795,0.0,1,0.214,-0.53,1.807,-74.81,1.153,40,1.686,0,4.237,29.1,1,0.464,5.113,2,2.97,1.807,0.58,0.727,4.237,19.262,5.317,42.905,0.219,1.959,0.82
37,-5.497,l,cationic,C1COCOC1,False,False,False,True,False,False,False,False,True,False,8,-22.11,3.87,0.606,0.813,24.0,-0.2,-37.22,1,1.0,-2.105,0.559,0.629,-0.051,0.0,1.833,1.938,0.241,1,-0.15,2.0,0.954,4.847,4.847,823.55,9.694,1.0,-0.355,-2.091,0.5,0.355,1.95,2.62,2.782,6,1,0.0,84,3.0,6.421,0,146.574,2.155,4.344,2.155,0.44,20.007,0.0,-186.9,1,-83.0,0.744,9.474,0.0,2,0.5,-0.08,1.288,-103.7,0.744,36,1.72,2,3.645,18.46,1,0.426,4.243,2,1.056,1.288,0.307,0.44,3.645,6.421,9.474,37.055,0.146,2.157,0.681
38,-4.302,l,cationic,C1OCOCO1,False,False,False,True,False,False,False,False,True,False,8,-22.76,3.99,0.603,0.805,24.0,-6.6,-41.02,1,1.0,-2.136,0.614,0.579,-0.061,0.0,1.167,1.929,0.234,1,0.01,2.0,0.931,4.625,4.625,823.55,13.875,1.0,-0.329,-2.102,0.375,0.329,1.34,2.298,1.89,6,1,0.0,84,3.0,0.0,0,146.574,1.732,4.089,1.732,0.279,20.379,14.211,-247.75,1,-111.24,0.5,14.211,0.0,3,0.375,-0.12,0.966,-129.91,0.5,36,1.72,3,3.346,27.69,1,0.416,4.243,3,0.0,0.966,0.242,0.279,3.346,0.0,14.211,35.804,0.152,2.125,0.599
39,-22.149,l,vinyl/acrylic,C=CCOC(=O)C=C,False,False,False,False,False,False,True,False,True,False,4,-23.59,4.14,0.53,0.723,7.5,-22.84,-42.38,0,0.167,-1.978,0.452,0.639,-0.063,0.6,2.625,1.874,0.297,0,1.83,3.239,3.152,10.183,10.183,1098.066,4.465,1.0,-0.458,-1.916,-0.412,0.458,1.97,3.177,3.137,8,0,10.183,141,3.808,0.0,0,195.432,2.21,5.807,2.21,0.2,12.576,17.895,-178.3,0,-56.06,0.51,9.531,5.969,2,0.255,-1.05,1.123,-99.4,0.51,44,1.827,1,4.593,26.3,0,0.308,6.406,2,2.616,1.123,0.311,0.2,4.593,0.0,4.737,48.46,0.33,4.118,0.942
40,-35.373,l,vinyl/acrylic,C=CC(=O)OCCCCCCCCCC,False,False,False,False,False,False,True,False,True,False,4,-39.22,6.87,0.425,0.607,9.933,-20.43,-67.42,0,0.769,-2.009,0.428,0.584,-0.095,0.76,2.133,1.948,0.176,0,4.76,2.984,11.135,10.679,10.679,2058.874,4.879,1.0,-0.463,-2.019,-0.307,0.463,2.02,6.734,6.664,15,0,10.679,746,7.308,6.421,0,366.435,6.101,5.806,6.101,1.468,12.576,13.503,-304.96,0,-121.8,2.409,9.531,5.969,2,0.307,-0.79,3.846,-162.73,2.409,88,2.262,1,9.965,26.3,0,0.312,11.356,2,11.302,3.846,0.144,1.468,9.965,58.29,4.737,93.704,0.33,11.286,1.972
41,-23.207,l,ionic,CCCCC=O,False,False,False,False,False,True,False,False,True,False,4,-20.97,3.68,0.452,0.65,8.167,-9.65,-36.01,0,0.8,-1.698,0.387,0.554,-0.05,0.5,2.5,1.745,0.159,0,1.51,2.488,3.67,9.564,9.564,823.55,0.0,1.0,-0.303,-1.785,0.733,0.303,2.97,2.866,2.839,6,0,9.564,76,2.914,6.421,0,146.574,2.351,5.484,2.351,0.287,6.286,6.924,-140.23,0,-54.78,0.676,4.795,0.0,1,0.733,-0.33,1.309,-75.8,0.676,36,1.614,0,4.107,17.07,0,0.374,4.828,1,3.863,1.309,0.168,0.287,4.107,26.186,4.795,38.361,0.119,4.67,0.829
42,-18.212,l,ROP,O=C1OC2CCC1CC2,False,False,True,False,False,False,False,False,True,False,8,-37.96,6.65,0.574,1.086,40.667,-10.6,-71.08,3,0.857,-2.365,0.479,1.147,-0.11,0.27,2.111,2.348,0.561,3,1.4,2.147,0.732,10.834,10.834,1235.324,5.046,1.0,-0.462,-2.337,0.053,0.462,4.18,4.185,4.704,9,2,10.834,162,4.36,25.683,0,219.861,3.566,5.736,3.566,1.677,12.073,0.0,-210.85,3,-96.38,2.29,9.531,5.969,2,0.053,-0.53,2.911,-103.87,2.29,50,1.895,1,5.3,26.3,2,0.454,6.268,2,4.641,2.911,0.513,1.677,5.3,31.787,4.737,54.192,0.309,1.723,0.952
43,-23.184,l,ionic,O=CC(F)(F)F,False,False,False,False,False,True,False,False,True,False,4,-10.01,1.76,0.281,0.437,11.167,-15.8,-20.49,0,0.5,-2.065,0.4,0.285,-0.035,0.5,1.5,2.244,-0.093,0,0.58,3.446,3.46,10.417,10.417,823.55,31.25,1.0,-0.293,-1.87,-4.639,0.446,2.49,1.007,0.564,6,0,8.701,63,2.561,0.0,0,146.574,1.091,5.561,1.091,0.0,12.462,0.0,-406.33,0,-181.68,0.134,4.795,6.176,1,1.062,-0.54,0.659,-208.85,0.134,36,1.352,0,2.619,17.07,0,0.408,5.207,1,-5.701,0.659,-0.169,0.0,2.619,6.176,0.0,31.762,0.446,1.279,0.459
44,-5.019,l,ROP,CC1CCCCC(=O)N1,False,False,True,False,False,False,False,False,True,False,9,-40.93,7.17,0.735,1.533,29.0,-6.5,-66.99,1,0.857,-2.293,0.747,1.087,-0.087,0.18,3.111,2.101,0.61,1,-0.11,2.374,2.039,10.782,10.782,1235.324,0.0,1.0,-0.354,-2.065,0.222,0.354,3.58,5.091,5.09,9,1,10.782,198,4.288,19.765,0,219.861,3.582,5.758,3.582,1.155,11.949,12.241,-142.02,1,-66.11,1.698,4.795,0.0,1,0.222,-0.53,2.714,-69.41,1.698,52,1.93,0,5.814,29.1,1,0.518,6.69,2,4.131,2.714,0.569,1.155,5.814,38.649,5.317,55.634,0.22,2.853,1.102
45,3.824,l,ROP,CC1OCCCOC(=O)C(C)OCCCOC1=O,True,False,True,False,False,False,False,False,True,False,16,-56.62,9.92,1.484,1.883,29.0,0.0,-92.57,1,0.833,-2.276,1.706,1.622,-0.12,0.2,1.556,2.173,0.819,1,0.18,2.411,5.463,11.427,11.427,2470.649,20.53,1.0,-0.464,-2.157,-0.594,0.464,2.41,8.093,8.968,18,1,22.854,1116,8.609,13.847,2,439.722,6.175,5.741,6.175,1.354,50.574,0.0,-566.43,1,-274.7,2.466,28.537,11.939,6,0.258,-1.14,4.068,-291.73,2.466,104,2.354,4,10.847,71.06,1,0.596,13.38,6,-0.112,4.068,0.509,1.354,10.847,38.897,18.947,106.525,0.334,8.048,1.957
